Month,Year,Activity,ProductionIndex
9,2015,Paper and Paper Products Production,101.5
9,2015,Printing and Duplication of Audio and Video Material,105.5
9,2015,Coke and Refined Petroleum Production,106.5
9,2015,Chemicals and Chemical Products Production,76.2
9,2015,Basic Pharmaceutical Products and Remedies Production,90.2
9,2015,Rubber and Plastic Production,108.4
9,2015,Manufacture of Other Non-metallic Minerals Products,121.0
9,2015,Base Metals Production,101.5
9,2015,"Fabricated Metal Products Production, Except Machinery and Equipment",103.5
9,2015,"Computer, Electronic and Optical Products Production",108.5
9,2015,Electrical Equipment Production,115.3
9,2015,Unmentioned Machinery and Equipment Production,108.9
9,2015,"Motor Vehicles, Trailers and Semi-trailer Production",99.3
9,2015,Other Transport Equipment Production,62.4
9,2015,Furniture Production,103.0
9,2015,Other Manufacturing,121.7
9,2015,Repair and Installation of Machinery Equipment,100.6
9,2015,"Electricity, Gas, Steam and Air Conditioning Supply",75.7
9,2015,B - Mining,109.5
9,2015,C - Manufacturing Industry,105.1
9,2015,"D - Electricity, Gas, Steam and Air Conditioning Supply",75.7
9,2016,Total,105.1
9,2016,Coal Exploitation,107.0
9,2016,Oil and Natural Gas Exploitation,87.7
9,2016,Metal Ore Exploitation,121.5
9,2016,Other Types of Mining,137.0
9,2016,Food Products Production,128.1
9,2016,Drink Production,101.0
9,2016,Tobacoo Products Production,125.8
9,2016,Textile Production,108.1
9,2016,Clothing Production,118.4
9,2016,Leather and Leater Item Production,81.0
9,2016,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",110.4
9,2016,Paper and Paper Products Production,112.7
9,2016,Printing and Duplication of Audio and Video Material,112.2
9,2016,Coke and Refined Petroleum Production,18.4
9,2016,Chemicals and Chemical Products Production,112.9
9,2016,Basic Pharmaceutical Products and Remedies Production,103.0
9,2016,Rubber and Plastic Production,122.2
9,2016,Manufacture of Other Non-metallic Minerals Products,127.3
9,2016,Base Metals Production,121.5
9,2016,"Fabricated Metal Products Production, Except Machinery and Equipment",113.9
9,2016,"Computer, Electronic and Optical Products Production",112.6
9,2016,Electrical Equipment Production,119.5
9,2016,Unmentioned Machinery and Equipment Production,105.9
9,2016,"Motor Vehicles, Trailers and Semi-trailer Production",105.0
9,2016,Other Transport Equipment Production,104.6
9,2016,Furniture Production,125.5
9,2016,Other Manufacturing,122.4
9,2016,Repair and Installation of Machinery Equipment,106.7
9,2016,"Electricity, Gas, Steam and Air Conditioning Supply",90.8
9,2016,B - Mining,108.6
9,2016,C - Manufacturing Industry,108.0
9,2016,"D - Electricity, Gas, Steam and Air Conditioning Supply",90.8
9,2017,Total,114.6
9,2017,Coal Exploitation,118.0
9,2017,Oil and Natural Gas Exploitation,87.1
9,2017,Metal Ore Exploitation,123.9
9,2017,Other Types of Mining,147.7
9,2017,Food Products Production,117.9
9,2017,Drink Production,103.8
9,2017,Tobacoo Products Production,134.1
9,2017,Textile Production,117.3
9,2017,Clothing Production,111.3
9,2017,Leather and Leater Item Production,83.1
9,2017,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",129.4
9,2017,Paper and Paper Products Production,117.6
9,2017,Printing and Duplication of Audio and Video Material,92.4
9,2017,Coke and Refined Petroleum Production,121.4
9,2017,Chemicals and Chemical Products Production,132.9
9,2017,Basic Pharmaceutical Products and Remedies Production,108.7
9,2017,Rubber and Plastic Production,137.6
9,2017,Manufacture of Other Non-metallic Minerals Products,127.2
9,2017,Base Metals Production,113.2
9,2017,"Fabricated Metal Products Production, Except Machinery and Equipment",131.9
9,2017,"Computer, Electronic and Optical Products Production",134.5
9,2017,Electrical Equipment Production,119.0
9,2017,Unmentioned Machinery and Equipment Production,158.3
9,2017,"Motor Vehicles, Trailers and Semi-trailer Production",81.7
9,2017,Other Transport Equipment Production,122.2
9,2017,Furniture Production,125.2
9,2017,Other Manufacturing,124.6
9,2017,Repair and Installation of Machinery Equipment,81.9
9,2017,"Electricity, Gas, Steam and Air Conditioning Supply",90.5
9,2017,B - Mining,116.3
9,2017,C - Manufacturing Industry,120.0
9,2017,"D - Electricity, Gas, Steam and Air Conditioning Supply",90.5
9,2018,Total,113.0
9,2018,Coal Exploitation,102.5
9,2018,Oil and Natural Gas Exploitation,84.4
9,2018,Metal Ore Exploitation,116.8
9,2018,Other Types of Mining,139.5
9,2018,Food Products Production,115.4
9,2018,Drink Production,104.3
9,2018,Tobacoo Products Production,111.9
9,2018,Textile Production,85.6
9,2018,Clothing Production,111.8
9,2018,Leather and Leater Item Production,86.0
9,2018,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",115.6
9,2018,Paper and Paper Products Production,117.4
9,2018,Printing and Duplication of Audio and Video Material,103.5
9,2018,Coke and Refined Petroleum Production,135.8
9,2018,Chemicals and Chemical Products Production,131.0
9,2018,Basic Pharmaceutical Products and Remedies Production,119.8
9,2018,Rubber and Plastic Production,137.1
9,2018,Manufacture of Other Non-metallic Minerals Products,141.9
9,2018,Base Metals Production,125.7
9,2018,"Fabricated Metal Products Production, Except Machinery and Equipment",128.0
9,2018,"Computer, Electronic and Optical Products Production",108.8
9,2018,Electrical Equipment Production,110.7
9,2018,Unmentioned Machinery and Equipment Production,149.3
9,2018,"Motor Vehicles, Trailers and Semi-trailer Production",89.9
9,2018,Other Transport Equipment Production,161.0
9,2018,Furniture Production,123.9
9,2018,Other Manufacturing,146.1
9,2018,Repair and Installation of Machinery Equipment,109.4
9,2018,"Electricity, Gas, Steam and Air Conditioning Supply",82.4
9,2018,B - Mining,104.8
9,2018,C - Manufacturing Industry,121.5
9,2018,"D - Electricity, Gas, Steam and Air Conditioning Supply",82.4
9,2019,Total,114.5
9,2019,Coal Exploitation,104.0
9,2019,Oil and Natural Gas Exploitation,79.8
9,2019,Metal Ore Exploitation,120.9
9,2019,Other Types of Mining,152.7
9,2019,Food Products Production,107.1
9,2019,Drink Production,108.0
9,2019,Tobacoo Products Production,114.1
9,2019,Textile Production,98.4
9,2019,Clothing Production,118.0
9,2019,Leather and Leater Item Production,92.5
9,2019,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",98.5
9,2019,Paper and Paper Products Production,129.8
9,2019,Printing and Duplication of Audio and Video Material,100.6
9,2019,Coke and Refined Petroleum Production,138.6
9,2019,Chemicals and Chemical Products Production,130.9
9,2019,Basic Pharmaceutical Products and Remedies Production,120.7
9,2019,Rubber and Plastic Production,144.2
9,2019,Manufacture of Other Non-metallic Minerals Products,141.8
9,2019,Base Metals Production,156.9
9,2019,"Fabricated Metal Products Production, Except Machinery and Equipment",137.1
9,2019,"Computer, Electronic and Optical Products Production",108.1
9,2019,Electrical Equipment Production,115.4
9,2019,Unmentioned Machinery and Equipment Production,134.0
9,2019,"Motor Vehicles, Trailers and Semi-trailer Production",89.8
9,2019,Other Transport Equipment Production,193.4
9,2019,Furniture Production,138.5
9,2019,Other Manufacturing,178.6
9,2019,Repair and Installation of Machinery Equipment,106.7
9,2019,"Electricity, Gas, Steam and Air Conditioning Supply",81.6
9,2019,B - Mining,106.4
9,2019,C - Manufacturing Industry,123.5
9,2019,"D - Electricity, Gas, Steam and Air Conditioning Supply",81.6
10,2000,Total,84.3
10,2000,Coal Exploitation,62.9
10,2000,Oil and Natural Gas Exploitation,96.4
10,2000,Metal Ore Exploitation,77.1
10,2000,Other Types of Mining,78.7
10,2000,Food Products Production,100.0
10,2000,Drink Production,80.9
10,2000,Tobacoo Products Production,60.5
10,2000,Textile Production,421.9
10,2000,Clothing Production,348.1
10,2000,Leather and Leater Item Production,334.7
10,2000,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",368.8
10,2000,Paper and Paper Products Production,83.6
10,2000,Printing and Duplication of Audio and Video Material,76.4
10,2000,Coke and Refined Petroleum Production,28.3
10,2000,Chemicals and Chemical Products Production,42.8
10,2000,Basic Pharmaceutical Products and Remedies Production,35.9
10,2000,Rubber and Plastic Production,80.4
10,2000,Manufacture of Other Non-metallic Minerals Products,141.2
10,2000,Base Metals Production,78.5
10,2000,"Fabricated Metal Products Production, Except Machinery and Equipment",121.6
10,2000,"Computer, Electronic and Optical Products Production",1569.3
10,2000,Electrical Equipment Production,60.3
10,2000,Unmentioned Machinery and Equipment Production,199.2
10,2000,"Motor Vehicles, Trailers and Semi-trailer Production",47.2
10,2000,Other Transport Equipment Production,530.2
10,2000,Furniture Production,156.1
10,2000,Other Manufacturing,147.6
10,2000,Repair and Installation of Machinery Equipment,297.2
10,2000,"Electricity, Gas, Steam and Air Conditioning Supply",69.4
10,2000,B - Mining,74.3
10,2000,C - Manufacturing Industry,89.5
10,2000,"D - Electricity, Gas, Steam and Air Conditioning Supply",69.4
10,2001,Total,102.4
10,2001,Coal Exploitation,77.3
10,2001,Oil and Natural Gas Exploitation,74.6
10,2001,Metal Ore Exploitation,71.5
10,2001,Other Types of Mining,103.1
10,2001,Food Products Production,126.5
10,2001,Drink Production,99.2
10,2001,Tobacoo Products Production,65.3
10,2001,Textile Production,466.8
10,2001,Clothing Production,370.7
10,2001,Leather and Leater Item Production,387.2
10,2001,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",329.3
10,2001,Paper and Paper Products Production,91.6
10,2001,Printing and Duplication of Audio and Video Material,77.1
10,2001,Coke and Refined Petroleum Production,53.5
10,2001,Chemicals and Chemical Products Production,102.8
10,2001,Basic Pharmaceutical Products and Remedies Production,37.0
10,2001,Rubber and Plastic Production,99.2
10,2001,Manufacture of Other Non-metallic Minerals Products,182.1
10,2001,Base Metals Production,86.3
10,2001,"Fabricated Metal Products Production, Except Machinery and Equipment",120.8
10,2001,"Computer, Electronic and Optical Products Production",1448.4
10,2001,Electrical Equipment Production,69.2
10,2001,Unmentioned Machinery and Equipment Production,251.4
10,2001,"Motor Vehicles, Trailers and Semi-trailer Production",64.5
10,2001,Other Transport Equipment Production,610.1
10,2001,Furniture Production,164.4
10,2001,Other Manufacturing,131.1
10,2001,Repair and Installation of Machinery Equipment,365.1
10,2001,"Electricity, Gas, Steam and Air Conditioning Supply",75.4
10,2001,B - Mining,81.0
10,2001,C - Manufacturing Industry,112.2
10,2001,"D - Electricity, Gas, Steam and Air Conditioning Supply",75.4
10,2002,Total,106.3
10,2002,Coal Exploitation,87.2
10,2002,Oil and Natural Gas Exploitation,66.5
10,2002,Metal Ore Exploitation,92.0
10,2002,Other Types of Mining,113.6
10,2002,Food Products Production,132.6
10,2002,Drink Production,91.2
10,2002,Tobacoo Products Production,77.2
10,2002,Textile Production,449.9
10,2002,Clothing Production,268.6
10,2002,Leather and Leater Item Production,282.8
10,2002,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",269.2
10,2002,Paper and Paper Products Production,93.9
10,2002,Printing and Duplication of Audio and Video Material,82.7
10,2002,Coke and Refined Petroleum Production,92.5
10,2002,Chemicals and Chemical Products Production,85.4
10,2002,Basic Pharmaceutical Products and Remedies Production,41.7
10,2002,Rubber and Plastic Production,113.1
10,2002,Manufacture of Other Non-metallic Minerals Products,196.0
10,2002,Base Metals Production,99.3
10,2002,"Fabricated Metal Products Production, Except Machinery and Equipment",125.7
10,2002,"Computer, Electronic and Optical Products Production",1876.1
10,2002,Electrical Equipment Production,72.6
10,2002,Unmentioned Machinery and Equipment Production,252.6
10,2002,"Motor Vehicles, Trailers and Semi-trailer Production",72.8
10,2002,Other Transport Equipment Production,472.9
10,2002,Furniture Production,164.7
10,2002,Other Manufacturing,223.3
10,2002,Repair and Installation of Machinery Equipment,302.4
10,2002,"Electricity, Gas, Steam and Air Conditioning Supply",81.3
10,2002,B - Mining,88.5
10,2002,C - Manufacturing Industry,115.1
10,2002,"D - Electricity, Gas, Steam and Air Conditioning Supply",81.3
10,2003,Total,103.1
10,2003,Coal Exploitation,103.7
10,2003,Oil and Natural Gas Exploitation,64.9
10,2003,Metal Ore Exploitation,40.6
10,2003,Other Types of Mining,108.1
10,2003,Food Products Production,125.6
10,2003,Drink Production,98.3
10,2003,Tobacoo Products Production,72.5
10,2003,Textile Production,289.6
10,2003,Clothing Production,168.3
10,2003,Leather and Leater Item Production,233.6
10,2003,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",225.3
10,2003,Paper and Paper Products Production,85.0
10,2003,Printing and Duplication of Audio and Video Material,77.5
10,2003,Coke and Refined Petroleum Production,65.8
10,2003,Chemicals and Chemical Products Production,86.3
10,2003,Basic Pharmaceutical Products and Remedies Production,85.3
10,2003,Rubber and Plastic Production,108.9
10,2003,Manufacture of Other Non-metallic Minerals Products,167.3
10,2003,Base Metals Production,81.4
10,2003,"Fabricated Metal Products Production, Except Machinery and Equipment",133.6
10,2003,"Computer, Electronic and Optical Products Production",1287.6
10,2003,Electrical Equipment Production,68.6
10,2003,Unmentioned Machinery and Equipment Production,228.4
10,2003,"Motor Vehicles, Trailers and Semi-trailer Production",61.0
10,2003,Other Transport Equipment Production,359.2
10,2003,Furniture Production,165.6
10,2003,Other Manufacturing,185.5
10,2003,Repair and Installation of Machinery Equipment,225.4
10,2003,"Electricity, Gas, Steam and Air Conditioning Supply",87.0
10,2003,B - Mining,89.5
10,2003,C - Manufacturing Industry,109.0
10,2003,"D - Electricity, Gas, Steam and Air Conditioning Supply",87.0
10,2004,Total,105.9
10,2004,Coal Exploitation,102.7
10,2004,Oil and Natural Gas Exploitation,59.4
10,2004,Metal Ore Exploitation,49.8
10,2004,Other Types of Mining,119.8
10,2004,Food Products Production,117.9
10,2004,Drink Production,97.0
10,2004,Tobacoo Products Production,71.0
10,2004,Textile Production,359.1
10,2004,Clothing Production,188.5
10,2004,Leather and Leater Item Production,154.3
10,2004,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",204.7
10,2004,Paper and Paper Products Production,89.0
10,2004,Printing and Duplication of Audio and Video Material,84.0
10,2004,Coke and Refined Petroleum Production,93.7
10,2004,Chemicals and Chemical Products Production,120.5
10,2004,Basic Pharmaceutical Products and Remedies Production,68.3
10,2004,Rubber and Plastic Production,103.2
10,2004,Manufacture of Other Non-metallic Minerals Products,182.2
10,2004,Base Metals Production,119.4
10,2004,"Fabricated Metal Products Production, Except Machinery and Equipment",146.3
10,2004,"Computer, Electronic and Optical Products Production",1053.0
10,2004,Electrical Equipment Production,80.1
10,2004,Unmentioned Machinery and Equipment Production,225.1
10,2004,"Motor Vehicles, Trailers and Semi-trailer Production",61.6
10,2004,Other Transport Equipment Production,169.6
10,2004,Furniture Production,153.7
10,2004,Other Manufacturing,165.5
10,2004,Repair and Installation of Machinery Equipment,244.3
10,2004,"Electricity, Gas, Steam and Air Conditioning Supply",88.8
10,2004,B - Mining,88.4
10,2004,C - Manufacturing Industry,111.6
10,2004,"D - Electricity, Gas, Steam and Air Conditioning Supply",88.8
10,2005,Total,112.4
10,2005,Coal Exploitation,106.6
10,2005,Oil and Natural Gas Exploitation,59.5
10,2005,Metal Ore Exploitation,47.7
10,2005,Other Types of Mining,158.8
10,2005,Food Products Production,132.1
10,2005,Drink Production,88.1
10,2005,Tobacoo Products Production,94.2
10,2005,Textile Production,272.3
10,2005,Clothing Production,150.6
10,2005,Leather and Leater Item Production,195.0
10,2005,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",184.3
10,2005,Paper and Paper Products Production,75.2
10,2005,Printing and Duplication of Audio and Video Material,81.6
10,2005,Coke and Refined Petroleum Production,88.0
10,2005,Chemicals and Chemical Products Production,139.7
10,2005,Basic Pharmaceutical Products and Remedies Production,66.2
10,2005,Rubber and Plastic Production,111.7
10,2005,Manufacture of Other Non-metallic Minerals Products,194.8
10,2005,Base Metals Production,170.9
10,2005,"Fabricated Metal Products Production, Except Machinery and Equipment",160.9
10,2005,"Computer, Electronic and Optical Products Production",593.8
10,2005,Electrical Equipment Production,75.3
10,2005,Unmentioned Machinery and Equipment Production,163.0
10,2005,"Motor Vehicles, Trailers and Semi-trailer Production",112.3
10,2005,Other Transport Equipment Production,194.3
10,2005,Furniture Production,167.7
10,2005,Other Manufacturing,110.1
10,2005,Repair and Installation of Machinery Equipment,226.1
10,2005,"Electricity, Gas, Steam and Air Conditioning Supply",97.2
10,2005,B - Mining,94.0
10,2005,C - Manufacturing Industry,117.8
10,2005,"D - Electricity, Gas, Steam and Air Conditioning Supply",97.2
10,2006,Total,113.6
10,2006,Coal Exploitation,110.1
10,2006,Oil and Natural Gas Exploitation,58.9
10,2006,Metal Ore Exploitation,51.5
10,2006,Other Types of Mining,182.0
10,2006,Food Products Production,130.8
10,2006,Drink Production,107.9
10,2006,Tobacoo Products Production,73.2
10,2006,Textile Production,288.2
10,2006,Clothing Production,137.8
10,2006,Leather and Leater Item Production,192.5
10,2006,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",178.0
10,2006,Paper and Paper Products Production,80.3
10,2006,Printing and Duplication of Audio and Video Material,91.8
10,2006,Coke and Refined Petroleum Production,77.2
10,2006,Chemicals and Chemical Products Production,128.8
10,2006,Basic Pharmaceutical Products and Remedies Production,89.8
10,2006,Rubber and Plastic Production,101.0
10,2006,Manufacture of Other Non-metallic Minerals Products,186.4
10,2006,Base Metals Production,195.8
10,2006,"Fabricated Metal Products Production, Except Machinery and Equipment",160.8
10,2006,"Computer, Electronic and Optical Products Production",317.0
10,2006,Electrical Equipment Production,76.1
10,2006,Unmentioned Machinery and Equipment Production,113.7
10,2006,"Motor Vehicles, Trailers and Semi-trailer Production",82.2
10,2006,Other Transport Equipment Production,261.4
10,2006,Furniture Production,253.7
10,2006,Other Manufacturing,147.2
10,2006,Repair and Installation of Machinery Equipment,198.3
10,2006,"Electricity, Gas, Steam and Air Conditioning Supply",100.1
10,2006,B - Mining,98.4
10,2006,C - Manufacturing Industry,118.3
10,2006,"D - Electricity, Gas, Steam and Air Conditioning Supply",100.1
10,2007,Total,120.2
10,2007,Coal Exploitation,111.7
10,2007,Oil and Natural Gas Exploitation,57.5
10,2007,Metal Ore Exploitation,60.5
10,2007,Other Types of Mining,159.0
10,2007,Food Products Production,139.6
10,2007,Drink Production,120.0
10,2007,Tobacoo Products Production,110.9
10,2007,Textile Production,208.9
10,2007,Clothing Production,134.4
10,2007,Leather and Leater Item Production,175.3
10,2007,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",205.1
10,2007,Paper and Paper Products Production,84.7
10,2007,Printing and Duplication of Audio and Video Material,78.8
10,2007,Coke and Refined Petroleum Production,99.3
10,2007,Chemicals and Chemical Products Production,147.4
10,2007,Basic Pharmaceutical Products and Remedies Production,97.3
10,2007,Rubber and Plastic Production,127.0
10,2007,Manufacture of Other Non-metallic Minerals Products,171.8
10,2007,Base Metals Production,146.0
10,2007,"Fabricated Metal Products Production, Except Machinery and Equipment",169.8
10,2007,"Computer, Electronic and Optical Products Production",366.0
10,2007,Electrical Equipment Production,93.3
10,2007,Unmentioned Machinery and Equipment Production,159.5
10,2007,"Motor Vehicles, Trailers and Semi-trailer Production",68.5
10,2007,Other Transport Equipment Production,766.7
10,2007,Furniture Production,253.2
10,2007,Other Manufacturing,164.6
10,2007,Repair and Installation of Machinery Equipment,196.8
10,2007,"Electricity, Gas, Steam and Air Conditioning Supply",107.7
10,2007,B - Mining,97.7
10,2007,C - Manufacturing Industry,125.3
10,2007,"D - Electricity, Gas, Steam and Air Conditioning Supply",107.7
10,2008,Total,116.2
10,2008,Coal Exploitation,122.6
10,2008,Oil and Natural Gas Exploitation,57.9
10,2008,Metal Ore Exploitation,56.3
10,2008,Other Types of Mining,178.0
10,2008,Food Products Production,143.9
10,2008,Drink Production,105.8
10,2008,Tobacoo Products Production,102.9
10,2008,Textile Production,170.7
10,2008,Clothing Production,127.3
10,2008,Leather and Leater Item Production,186.4
10,2008,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",161.5
10,2008,Paper and Paper Products Production,76.3
10,2008,Printing and Duplication of Audio and Video Material,110.0
10,2008,Coke and Refined Petroleum Production,88.3
10,2008,Chemicals and Chemical Products Production,113.8
10,2008,Basic Pharmaceutical Products and Remedies Production,96.8
10,2008,Rubber and Plastic Production,101.6
10,2008,Manufacture of Other Non-metallic Minerals Products,176.1
10,2008,Base Metals Production,129.9
10,2008,"Fabricated Metal Products Production, Except Machinery and Equipment",177.1
10,2008,"Computer, Electronic and Optical Products Production",280.8
10,2008,Electrical Equipment Production,92.2
10,2008,Unmentioned Machinery and Equipment Production,199.0
10,2008,"Motor Vehicles, Trailers and Semi-trailer Production",48.9
10,2008,Other Transport Equipment Production,351.3
10,2008,Furniture Production,314.1
10,2008,Other Manufacturing,74.8
10,2008,Repair and Installation of Machinery Equipment,185.1
10,2008,"Electricity, Gas, Steam and Air Conditioning Supply",105.4
10,2008,B - Mining,105.6
10,2008,C - Manufacturing Industry,119.9
10,2008,"D - Electricity, Gas, Steam and Air Conditioning Supply",105.4
10,2009,Total,109.2
10,2009,Coal Exploitation,120.0
10,2009,Oil and Natural Gas Exploitation,54.3
10,2009,Metal Ore Exploitation,75.3
10,2009,Other Types of Mining,141.7
10,2009,Food Products Production,128.3
10,2009,Drink Production,102.4
10,2009,Tobacoo Products Production,100.2
10,2009,Textile Production,147.1
10,2009,Clothing Production,100.7
10,2009,Leather and Leater Item Production,122.4
10,2009,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",96.7
10,2009,Paper and Paper Products Production,79.8
10,2009,Printing and Duplication of Audio and Video Material,96.3
10,2009,Coke and Refined Petroleum Production,87.7
10,2009,Chemicals and Chemical Products Production,119.4
10,2009,Basic Pharmaceutical Products and Remedies Production,77.1
10,2009,Rubber and Plastic Production,90.1
10,2009,Manufacture of Other Non-metallic Minerals Products,152.5
10,2009,Base Metals Production,184.1
10,2009,"Fabricated Metal Products Production, Except Machinery and Equipment",144.2
10,2009,"Computer, Electronic and Optical Products Production",184.0
10,2009,Electrical Equipment Production,85.3
10,2009,Unmentioned Machinery and Equipment Production,106.5
10,2009,"Motor Vehicles, Trailers and Semi-trailer Production",49.5
10,2009,Other Transport Equipment Production,972.2
10,2009,Furniture Production,196.3
10,2009,Other Manufacturing,108.0
10,2009,Repair and Installation of Machinery Equipment,181.3
10,2009,"Electricity, Gas, Steam and Air Conditioning Supply",107.8
10,2009,B - Mining,101.6
10,2009,C - Manufacturing Industry,110.3
10,2009,"D - Electricity, Gas, Steam and Air Conditioning Supply",107.8
10,2010,Total,103.6
10,2010,Coal Exploitation,110.9
10,2010,Oil and Natural Gas Exploitation,89.9
10,2010,Metal Ore Exploitation,91.7
10,2010,Other Types of Mining,135.6
10,2010,Food Products Production,127.6
10,2010,Drink Production,81.3
10,2010,Tobacoo Products Production,113.2
10,2010,Textile Production,135.9
10,2010,Clothing Production,101.8
10,2010,Leather and Leater Item Production,144.1
10,2010,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",79.4
10,2010,Paper and Paper Products Production,95.0
10,2010,Printing and Duplication of Audio and Video Material,106.1
10,2010,Coke and Refined Petroleum Production,67.2
10,2010,Chemicals and Chemical Products Production,119.7
10,2010,Basic Pharmaceutical Products and Remedies Production,72.3
10,2010,Rubber and Plastic Production,91.9
10,2010,Manufacture of Other Non-metallic Minerals Products,145.8
10,2010,Base Metals Production,169.1
10,2010,"Fabricated Metal Products Production, Except Machinery and Equipment",144.4
10,2010,"Computer, Electronic and Optical Products Production",161.3
10,2010,Electrical Equipment Production,94.1
10,2010,Unmentioned Machinery and Equipment Production,111.7
10,2010,"Motor Vehicles, Trailers and Semi-trailer Production",37.7
10,2010,Other Transport Equipment Production,805.1
10,2010,Furniture Production,180.2
10,2010,Other Manufacturing,84.9
10,2010,Repair and Installation of Machinery Equipment,158.2
10,2010,"Electricity, Gas, Steam and Air Conditioning Supply",100.3
10,2010,B - Mining,103.0
10,2010,C - Manufacturing Industry,104.9
10,2010,"D - Electricity, Gas, Steam and Air Conditioning Supply",100.3
10,2011,Total,104.7
10,2011,Coal Exploitation,123.6
10,2011,Oil and Natural Gas Exploitation,108.3
10,2011,Metal Ore Exploitation,100.5
10,2011,Other Types of Mining,123.3
10,2011,Food Products Production,128.2
10,2011,Drink Production,83.5
10,2011,Tobacoo Products Production,119.2
10,2011,Textile Production,121.2
10,2011,Clothing Production,102.9
10,2011,Leather and Leater Item Production,113.3
10,2011,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",85.6
10,2011,Paper and Paper Products Production,92.7
10,2011,Printing and Duplication of Audio and Video Material,97.8
10,2011,Coke and Refined Petroleum Production,64.1
10,2011,Chemicals and Chemical Products Production,129.7
10,2011,Basic Pharmaceutical Products and Remedies Production,78.2
10,2011,Rubber and Plastic Production,95.0
10,2011,Manufacture of Other Non-metallic Minerals Products,144.7
10,2011,Base Metals Production,137.9
10,2011,"Fabricated Metal Products Production, Except Machinery and Equipment",163.8
10,2011,"Computer, Electronic and Optical Products Production",177.3
10,2011,Electrical Equipment Production,90.2
10,2011,Unmentioned Machinery and Equipment Production,113.8
10,2011,"Motor Vehicles, Trailers and Semi-trailer Production",34.0
10,2011,Other Transport Equipment Production,822.4
10,2011,Furniture Production,127.6
10,2011,Other Manufacturing,59.8
10,2011,Repair and Installation of Machinery Equipment,127.5
10,2011,"Electricity, Gas, Steam and Air Conditioning Supply",106.8
10,2011,B - Mining,113.3
10,2011,C - Manufacturing Industry,103.6
10,2011,"D - Electricity, Gas, Steam and Air Conditioning Supply",106.8
10,2012,Total,109.2
10,2012,Coal Exploitation,109.5
10,2012,Oil and Natural Gas Exploitation,111.2
10,2012,Metal Ore Exploitation,110.3
10,2012,Other Types of Mining,117.1
10,2012,Food Products Production,133.5
10,2012,Drink Production,95.2
10,2012,Tobacoo Products Production,86.7
10,2012,Textile Production,126.1
10,2012,Clothing Production,132.6
10,2012,Leather and Leater Item Production,114.0
10,2012,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",105.0
10,2012,Paper and Paper Products Production,110.0
10,2012,Printing and Duplication of Audio and Video Material,111.8
10,2012,Coke and Refined Petroleum Production,78.1
10,2012,Chemicals and Chemical Products Production,91.8
10,2012,Basic Pharmaceutical Products and Remedies Production,114.3
10,2012,Rubber and Plastic Production,119.8
10,2012,Manufacture of Other Non-metallic Minerals Products,137.4
10,2012,Base Metals Production,60.6
10,2012,"Fabricated Metal Products Production, Except Machinery and Equipment",198.9
10,2012,"Computer, Electronic and Optical Products Production",394.9
10,2012,Electrical Equipment Production,91.4
10,2012,Unmentioned Machinery and Equipment Production,96.5
10,2012,"Motor Vehicles, Trailers and Semi-trailer Production",75.8
10,2012,Other Transport Equipment Production,111.5
10,2012,Furniture Production,177.7
10,2012,Other Manufacturing,43.4
10,2012,Repair and Installation of Machinery Equipment,132.4
10,2012,"Electricity, Gas, Steam and Air Conditioning Supply",101.3
10,2012,B - Mining,107.0
10,2012,C - Manufacturing Industry,111.9
10,2012,"D - Electricity, Gas, Steam and Air Conditioning Supply",101.3
10,2013,Total,114.9
10,2013,Coal Exploitation,118.1
10,2013,Oil and Natural Gas Exploitation,112.8
10,2013,Metal Ore Exploitation,124.9
10,2013,Other Types of Mining,106.3
10,2013,Food Products Production,130.0
10,2013,Drink Production,76.6
10,2013,Tobacoo Products Production,90.1
10,2013,Textile Production,114.0
10,2013,Clothing Production,119.5
10,2013,Leather and Leater Item Production,113.3
10,2013,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",103.5
10,2013,Paper and Paper Products Production,112.6
10,2013,Printing and Duplication of Audio and Video Material,115.4
10,2013,Coke and Refined Petroleum Production,107.7
10,2013,Chemicals and Chemical Products Production,121.4
10,2013,Basic Pharmaceutical Products and Remedies Production,97.2
10,2013,Rubber and Plastic Production,102.0
10,2013,Manufacture of Other Non-metallic Minerals Products,116.5
10,2013,Base Metals Production,90.5
