Month,Year,Activity,ProductionIndex
4,2007,Unmentioned Machinery and Equipment Production,132.9
4,2007,"Motor Vehicles, Trailers and Semi-trailer Production",67.6
4,2007,Other Transport Equipment Production,268.7
4,2007,Furniture Production,244.6
4,2007,Other Manufacturing,93.1
4,2007,Repair and Installation of Machinery Equipment,198.8
4,2007,"Electricity, Gas, Steam and Air Conditioning Supply",85.3
4,2007,B - Mining,81.6
4,2007,C - Manufacturing Industry,108.2
4,2007,"D - Electricity, Gas, Steam and Air Conditioning Supply",85.3
4,2008,Total,106.4
4,2008,Coal Exploitation,91.6
4,2008,Oil and Natural Gas Exploitation,56.4
4,2008,Metal Ore Exploitation,63.7
4,2008,Other Types of Mining,160.8
4,2008,Food Products Production,99.6
4,2008,Drink Production,111.2
4,2008,Tobacoo Products Production,60.6
4,2008,Textile Production,175.5
4,2008,Clothing Production,151.5
4,2008,Leather and Leater Item Production,150.8
4,2008,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",185.7
4,2008,Paper and Paper Products Production,86.8
4,2008,Printing and Duplication of Audio and Video Material,83.6
4,2008,Coke and Refined Petroleum Production,91.7
4,2008,Chemicals and Chemical Products Production,151.8
4,2008,Basic Pharmaceutical Products and Remedies Production,78.7
4,2008,Rubber and Plastic Production,117.2
4,2008,Manufacture of Other Non-metallic Minerals Products,144.7
4,2008,Base Metals Production,212.0
4,2008,"Fabricated Metal Products Production, Except Machinery and Equipment",179.3
4,2008,"Computer, Electronic and Optical Products Production",227.7
4,2008,Electrical Equipment Production,77.5
4,2008,Unmentioned Machinery and Equipment Production,173.0
4,2008,"Motor Vehicles, Trailers and Semi-trailer Production",77.8
4,2008,Other Transport Equipment Production,759.1
4,2008,Furniture Production,217.9
4,2008,Other Manufacturing,81.2
4,2008,Repair and Installation of Machinery Equipment,170.6
4,2008,"Electricity, Gas, Steam and Air Conditioning Supply",84.8
4,2008,B - Mining,86.0
4,2008,C - Manufacturing Industry,113.5
4,2008,"D - Electricity, Gas, Steam and Air Conditioning Supply",84.8
4,2009,Total,83.0
4,2009,Coal Exploitation,80.3
4,2009,Oil and Natural Gas Exploitation,52.9
4,2009,Metal Ore Exploitation,72.9
4,2009,Other Types of Mining,94.7
4,2009,Food Products Production,98.5
4,2009,Drink Production,103.0
4,2009,Tobacoo Products Production,64.3
4,2009,Textile Production,94.4
4,2009,Clothing Production,99.3
4,2009,Leather and Leater Item Production,100.6
4,2009,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",95.2
4,2009,Paper and Paper Products Production,73.4
4,2009,Printing and Duplication of Audio and Video Material,95.4
4,2009,Coke and Refined Petroleum Production,76.9
4,2009,Chemicals and Chemical Products Production,95.7
4,2009,Basic Pharmaceutical Products and Remedies Production,60.8
4,2009,Rubber and Plastic Production,80.2
4,2009,Manufacture of Other Non-metallic Minerals Products,131.0
4,2009,Base Metals Production,83.4
4,2009,"Fabricated Metal Products Production, Except Machinery and Equipment",123.1
4,2009,"Computer, Electronic and Optical Products Production",131.4
4,2009,Electrical Equipment Production,69.9
4,2009,Unmentioned Machinery and Equipment Production,148.3
4,2009,"Motor Vehicles, Trailers and Semi-trailer Production",17.3
4,2009,Other Transport Equipment Production,462.2
4,2009,Furniture Production,122.9
4,2009,Other Manufacturing,77.7
4,2009,Repair and Installation of Machinery Equipment,183.0
4,2009,"Electricity, Gas, Steam and Air Conditioning Supply",72.3
4,2009,B - Mining,73.4
4,2009,C - Manufacturing Industry,86.6
4,2009,"D - Electricity, Gas, Steam and Air Conditioning Supply",72.3
4,2010,Total,92.1
4,2010,Coal Exploitation,107.6
4,2010,Oil and Natural Gas Exploitation,76.4
4,2010,Metal Ore Exploitation,72.9
4,2010,Other Types of Mining,94.5
4,2010,Food Products Production,97.4
4,2010,Drink Production,107.8
4,2010,Tobacoo Products Production,71.5
4,2010,Textile Production,102.9
4,2010,Clothing Production,102.4
4,2010,Leather and Leater Item Production,98.4
4,2010,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",72.9
4,2010,Paper and Paper Products Production,82.0
4,2010,Printing and Duplication of Audio and Video Material,89.4
4,2010,Coke and Refined Petroleum Production,79.0
4,2010,Chemicals and Chemical Products Production,120.7
4,2010,Basic Pharmaceutical Products and Remedies Production,61.4
4,2010,Rubber and Plastic Production,83.1
4,2010,Manufacture of Other Non-metallic Minerals Products,124.4
4,2010,Base Metals Production,136.7
4,2010,"Fabricated Metal Products Production, Except Machinery and Equipment",143.6
4,2010,"Computer, Electronic and Optical Products Production",140.8
4,2010,Electrical Equipment Production,66.0
4,2010,Unmentioned Machinery and Equipment Production,99.8
4,2010,"Motor Vehicles, Trailers and Semi-trailer Production",35.8
4,2010,Other Transport Equipment Production,908.7
4,2010,Furniture Production,139.7
4,2010,Other Manufacturing,53.9
4,2010,Repair and Installation of Machinery Equipment,172.3
4,2010,"Electricity, Gas, Steam and Air Conditioning Supply",91.7
4,2010,B - Mining,92.6
4,2010,C - Manufacturing Industry,92.4
4,2010,"D - Electricity, Gas, Steam and Air Conditioning Supply",91.7
4,2011,Total,93.1
4,2011,Coal Exploitation,110.2
4,2011,Oil and Natural Gas Exploitation,95.1
4,2011,Metal Ore Exploitation,74.9
4,2011,Other Types of Mining,108.3
4,2011,Food Products Production,91.6
4,2011,Drink Production,109.3
4,2011,Tobacoo Products Production,37.7
4,2011,Textile Production,84.0
4,2011,Clothing Production,114.0
4,2011,Leather and Leater Item Production,107.9
4,2011,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",79.4
4,2011,Paper and Paper Products Production,92.2
4,2011,Printing and Duplication of Audio and Video Material,94.5
4,2011,Coke and Refined Petroleum Production,60.8
4,2011,Chemicals and Chemical Products Production,119.5
4,2011,Basic Pharmaceutical Products and Remedies Production,69.5
4,2011,Rubber and Plastic Production,79.0
4,2011,Manufacture of Other Non-metallic Minerals Products,132.9
4,2011,Base Metals Production,183.7
4,2011,"Fabricated Metal Products Production, Except Machinery and Equipment",147.2
4,2011,"Computer, Electronic and Optical Products Production",97.3
4,2011,Electrical Equipment Production,72.9
4,2011,Unmentioned Machinery and Equipment Production,147.5
4,2011,"Motor Vehicles, Trailers and Semi-trailer Production",37.2
4,2011,Other Transport Equipment Production,169.0
4,2011,Furniture Production,97.6
4,2011,Other Manufacturing,57.8
4,2011,Repair and Installation of Machinery Equipment,125.1
4,2011,"Electricity, Gas, Steam and Air Conditioning Supply",98.3
4,2011,B - Mining,97.6
4,2011,C - Manufacturing Industry,91.5
4,2011,"D - Electricity, Gas, Steam and Air Conditioning Supply",98.3
4,2012,Total,92.0
4,2012,Coal Exploitation,100.9
4,2012,Oil and Natural Gas Exploitation,101.5
4,2012,Metal Ore Exploitation,112.5
4,2012,Other Types of Mining,134.2
4,2012,Food Products Production,96.5
4,2012,Drink Production,113.9
4,2012,Tobacoo Products Production,47.8
4,2012,Textile Production,93.8
4,2012,Clothing Production,105.3
4,2012,Leather and Leater Item Production,87.9
4,2012,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",97.7
4,2012,Paper and Paper Products Production,99.4
4,2012,Printing and Duplication of Audio and Video Material,123.4
4,2012,Coke and Refined Petroleum Production,69.7
4,2012,Chemicals and Chemical Products Production,94.8
4,2012,Basic Pharmaceutical Products and Remedies Production,68.4
4,2012,Rubber and Plastic Production,97.3
4,2012,Manufacture of Other Non-metallic Minerals Products,125.1
4,2012,Base Metals Production,113.9
4,2012,"Fabricated Metal Products Production, Except Machinery and Equipment",163.6
4,2012,"Computer, Electronic and Optical Products Production",87.9
4,2012,Electrical Equipment Production,81.7
4,2012,Unmentioned Machinery and Equipment Production,133.0
4,2012,"Motor Vehicles, Trailers and Semi-trailer Production",39.2
4,2012,Other Transport Equipment Production,206.8
4,2012,Furniture Production,122.1
4,2012,Other Manufacturing,53.5
4,2012,Repair and Installation of Machinery Equipment,111.6
4,2012,"Electricity, Gas, Steam and Air Conditioning Supply",86.8
4,2012,B - Mining,102.6
4,2012,C - Manufacturing Industry,92.7
4,2012,"D - Electricity, Gas, Steam and Air Conditioning Supply",86.8
4,2013,Total,97.5
4,2013,Coal Exploitation,97.3
4,2013,Oil and Natural Gas Exploitation,109.1
4,2013,Metal Ore Exploitation,115.1
4,2013,Other Types of Mining,93.4
4,2013,Food Products Production,92.9
4,2013,Drink Production,112.3
4,2013,Tobacoo Products Production,54.9
4,2013,Textile Production,111.9
4,2013,Clothing Production,122.2
4,2013,Leather and Leater Item Production,100.6
4,2013,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",103.7
4,2013,Paper and Paper Products Production,93.3
4,2013,Printing and Duplication of Audio and Video Material,89.3
4,2013,Coke and Refined Petroleum Production,97.3
4,2013,Chemicals and Chemical Products Production,128.8
4,2013,Basic Pharmaceutical Products and Remedies Production,99.6
4,2013,Rubber and Plastic Production,91.5
4,2013,Manufacture of Other Non-metallic Minerals Products,107.9
4,2013,Base Metals Production,57.3
4,2013,"Fabricated Metal Products Production, Except Machinery and Equipment",199.0
4,2013,"Computer, Electronic and Optical Products Production",88.4
4,2013,Electrical Equipment Production,89.3
4,2013,Unmentioned Machinery and Equipment Production,103.5
4,2013,"Motor Vehicles, Trailers and Semi-trailer Production",119.3
4,2013,Other Transport Equipment Production,310.8
4,2013,Furniture Production,148.4
4,2013,Other Manufacturing,40.1
4,2013,Repair and Installation of Machinery Equipment,128.6
4,2013,"Electricity, Gas, Steam and Air Conditioning Supply",84.2
4,2013,B - Mining,99.0
4,2013,C - Manufacturing Industry,101.3
4,2013,"D - Electricity, Gas, Steam and Air Conditioning Supply",84.2
4,2014,Total,98.2
4,2014,Coal Exploitation,93.0
4,2014,Oil and Natural Gas Exploitation,107.2
4,2014,Metal Ore Exploitation,116.1
4,2014,Other Types of Mining,74.6
4,2014,Food Products Production,93.1
4,2014,Drink Production,111.6
4,2014,Tobacoo Products Production,57.6
4,2014,Textile Production,84.6
4,2014,Clothing Production,104.5
4,2014,Leather and Leater Item Production,102.4
4,2014,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",116.1
4,2014,Paper and Paper Products Production,92.3
4,2014,Printing and Duplication of Audio and Video Material,98.1
4,2014,Coke and Refined Petroleum Production,93.9
4,2014,Chemicals and Chemical Products Production,112.5
4,2014,Basic Pharmaceutical Products and Remedies Production,109.9
4,2014,Rubber and Plastic Production,94.6
4,2014,Manufacture of Other Non-metallic Minerals Products,109.1
4,2014,Base Metals Production,91.2
4,2014,"Fabricated Metal Products Production, Except Machinery and Equipment",105.8
4,2014,"Computer, Electronic and Optical Products Production",93.4
4,2014,Electrical Equipment Production,101.5
4,2014,Unmentioned Machinery and Equipment Production,70.5
4,2014,"Motor Vehicles, Trailers and Semi-trailer Production",136.2
4,2014,Other Transport Equipment Production,144.3
4,2014,Furniture Production,104.1
4,2014,Other Manufacturing,62.8
4,2014,Repair and Installation of Machinery Equipment,103.7
4,2014,"Electricity, Gas, Steam and Air Conditioning Supply",99.2
4,2014,B - Mining,95.9
4,2014,C - Manufacturing Industry,98.2
4,2014,"D - Electricity, Gas, Steam and Air Conditioning Supply",99.2
4,2015,Total,98.9
4,2015,Coal Exploitation,89.4
4,2015,Oil and Natural Gas Exploitation,101.0
4,2015,Metal Ore Exploitation,85.5
4,2015,Other Types of Mining,90.4
4,2015,Food Products Production,94.2
4,2015,Drink Production,105.5
4,2015,Tobacoo Products Production,81.4
4,2015,Textile Production,102.0
4,2015,Clothing Production,100.0
4,2015,Leather and Leater Item Production,92.0
4,2015,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",91.2
4,2015,Paper and Paper Products Production,98.1
4,2015,Printing and Duplication of Audio and Video Material,103.8
4,2015,Coke and Refined Petroleum Production,94.2
4,2015,Chemicals and Chemical Products Production,117.4
4,2015,Basic Pharmaceutical Products and Remedies Production,116.1
4,2015,Rubber and Plastic Production,98.0
4,2015,Manufacture of Other Non-metallic Minerals Products,99.9
4,2015,Base Metals Production,101.3
4,2015,"Fabricated Metal Products Production, Except Machinery and Equipment",96.0
4,2015,"Computer, Electronic and Optical Products Production",80.4
4,2015,Electrical Equipment Production,89.4
4,2015,Unmentioned Machinery and Equipment Production,87.3
4,2015,"Motor Vehicles, Trailers and Semi-trailer Production",113.2
4,2015,Other Transport Equipment Production,107.6
4,2015,Furniture Production,94.8
4,2015,Other Manufacturing,84.7
4,2015,Repair and Installation of Machinery Equipment,89.3
4,2015,"Electricity, Gas, Steam and Air Conditioning Supply",105.2
4,2015,B - Mining,90.5
4,2015,C - Manufacturing Industry,98.4
4,2015,"D - Electricity, Gas, Steam and Air Conditioning Supply",105.2
4,2016,Total,106.7
4,2016,Coal Exploitation,96.7
4,2016,Oil and Natural Gas Exploitation,92.8
4,2016,Metal Ore Exploitation,117.4
4,2016,Other Types of Mining,126.1
4,2016,Food Products Production,99.3
4,2016,Drink Production,116.0
4,2016,Tobacoo Products Production,121.9
4,2016,Textile Production,101.8
4,2016,Clothing Production,114.4
4,2016,Leather and Leater Item Production,93.5
4,2016,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",109.1
4,2016,Paper and Paper Products Production,104.6
4,2016,Printing and Duplication of Audio and Video Material,125.9
4,2016,Coke and Refined Petroleum Production,118.6
4,2016,Chemicals and Chemical Products Production,110.3
4,2016,Basic Pharmaceutical Products and Remedies Production,96.8
4,2016,Rubber and Plastic Production,120.4
4,2016,Manufacture of Other Non-metallic Minerals Products,128.7
4,2016,Base Metals Production,103.4
4,2016,"Fabricated Metal Products Production, Except Machinery and Equipment",111.2
4,2016,"Computer, Electronic and Optical Products Production",105.0
4,2016,Electrical Equipment Production,101.8
4,2016,Unmentioned Machinery and Equipment Production,92.1
4,2016,"Motor Vehicles, Trailers and Semi-trailer Production",124.6
4,2016,Other Transport Equipment Production,87.9
4,2016,Furniture Production,103.1
4,2016,Other Manufacturing,107.8
4,2016,Repair and Installation of Machinery Equipment,96.7
4,2016,"Electricity, Gas, Steam and Air Conditioning Supply",99.6
4,2016,B - Mining,101.7
4,2016,C - Manufacturing Industry,108.9
4,2016,"D - Electricity, Gas, Steam and Air Conditioning Supply",99.6
4,2017,Total,104.2
4,2017,Coal Exploitation,92.0
4,2017,Oil and Natural Gas Exploitation,87.5
4,2017,Metal Ore Exploitation,111.5
4,2017,Other Types of Mining,121.8
4,2017,Food Products Production,95.5
4,2017,Drink Production,113.9
4,2017,Tobacoo Products Production,121.1
4,2017,Textile Production,96.0
4,2017,Clothing Production,100.4
4,2017,Leather and Leater Item Production,82.7
4,2017,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",96.7
4,2017,Paper and Paper Products Production,104.3
4,2017,Printing and Duplication of Audio and Video Material,99.3
4,2017,Coke and Refined Petroleum Production,96.5
4,2017,Chemicals and Chemical Products Production,143.5
4,2017,Basic Pharmaceutical Products and Remedies Production,103.3
4,2017,Rubber and Plastic Production,126.4
4,2017,Manufacture of Other Non-metallic Minerals Products,122.6
4,2017,Base Metals Production,138.0
4,2017,"Fabricated Metal Products Production, Except Machinery and Equipment",109.9
4,2017,"Computer, Electronic and Optical Products Production",112.8
4,2017,Electrical Equipment Production,102.7
4,2017,Unmentioned Machinery and Equipment Production,122.7
4,2017,"Motor Vehicles, Trailers and Semi-trailer Production",103.0
4,2017,Other Transport Equipment Production,135.5
4,2017,Furniture Production,108.5
4,2017,Other Manufacturing,104.7
4,2017,Repair and Installation of Machinery Equipment,69.9
4,2017,"Electricity, Gas, Steam and Air Conditioning Supply",88.4
4,2017,B - Mining,96.7
4,2017,C - Manufacturing Industry,108.6
4,2017,"D - Electricity, Gas, Steam and Air Conditioning Supply",88.4
4,2018,Total,106.8
4,2018,Coal Exploitation,95.2
4,2018,Oil and Natural Gas Exploitation,83.4
4,2018,Metal Ore Exploitation,109.3
4,2018,Other Types of Mining,133.5
4,2018,Food Products Production,96.5
4,2018,Drink Production,112.8
4,2018,Tobacoo Products Production,99.9
4,2018,Textile Production,102.3
4,2018,Clothing Production,116.7
4,2018,Leather and Leater Item Production,91.3
4,2018,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",104.1
4,2018,Paper and Paper Products Production,116.2
4,2018,Printing and Duplication of Audio and Video Material,99.8
4,2018,Coke and Refined Petroleum Production,96.2
4,2018,Chemicals and Chemical Products Production,138.0
4,2018,Basic Pharmaceutical Products and Remedies Production,105.4
4,2018,Rubber and Plastic Production,121.4
4,2018,Manufacture of Other Non-metallic Minerals Products,128.1
4,2018,Base Metals Production,140.0
4,2018,"Fabricated Metal Products Production, Except Machinery and Equipment",107.4
4,2018,"Computer, Electronic and Optical Products Production",72.3
4,2018,Electrical Equipment Production,100.3
4,2018,Unmentioned Machinery and Equipment Production,126.8
4,2018,"Motor Vehicles, Trailers and Semi-trailer Production",102.2
4,2018,Other Transport Equipment Production,161.1
4,2018,Furniture Production,120.1
4,2018,Other Manufacturing,107.6
4,2018,Repair and Installation of Machinery Equipment,93.7
4,2018,"Electricity, Gas, Steam and Air Conditioning Supply",100.0
4,2018,B - Mining,98.4
4,2018,C - Manufacturing Industry,109.2
4,2018,"D - Electricity, Gas, Steam and Air Conditioning Supply",100.0
4,2019,Total,105.8
4,2019,Coal Exploitation,101.7
4,2019,Oil and Natural Gas Exploitation,80.7
4,2019,Metal Ore Exploitation,112.0
4,2019,Other Types of Mining,132.8
4,2019,Food Products Production,98.7
4,2019,Drink Production,113.2
4,2019,Tobacoo Products Production,110.5
4,2019,Textile Production,91.5
4,2019,Clothing Production,103.0
4,2019,Leather and Leater Item Production,95.2
4,2019,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",92.4
4,2019,Paper and Paper Products Production,124.6
4,2019,Printing and Duplication of Audio and Video Material,86.8
4,2019,Coke and Refined Petroleum Production,38.4
4,2019,Chemicals and Chemical Products Production,100.5
4,2019,Basic Pharmaceutical Products and Remedies Production,123.2
4,2019,Rubber and Plastic Production,136.5
4,2019,Manufacture of Other Non-metallic Minerals Products,131.5
4,2019,Base Metals Production,160.6
4,2019,"Fabricated Metal Products Production, Except Machinery and Equipment",133.2
4,2019,"Computer, Electronic and Optical Products Production",150.1
4,2019,Electrical Equipment Production,94.7
4,2019,Unmentioned Machinery and Equipment Production,133.8
4,2019,"Motor Vehicles, Trailers and Semi-trailer Production",94.3
4,2019,Other Transport Equipment Production,225.9
4,2019,Furniture Production,117.0
4,2019,Other Manufacturing,157.9
4,2019,Repair and Installation of Machinery Equipment,93.8
4,2019,"Electricity, Gas, Steam and Air Conditioning Supply",96.0
4,2019,B - Mining,102.3
4,2019,C - Manufacturing Industry,108.4
4,2019,"D - Electricity, Gas, Steam and Air Conditioning Supply",96.0
5,2000,Total,96.2
5,2000,Coal Exploitation,72.6
5,2000,Oil and Natural Gas Exploitation,94.2
5,2000,Metal Ore Exploitation,119.4
5,2000,Other Types of Mining,104.6
5,2000,Food Products Production,94.2
5,2000,Drink Production,109.3
5,2000,Tobacoo Products Production,74.4
5,2000,Textile Production,438.4
5,2000,Clothing Production,383.7
5,2000,Leather and Leater Item Production,362.4
5,2000,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",503.5
5,2000,Paper and Paper Products Production,87.2
5,2000,Printing and Duplication of Audio and Video Material,87.5
5,2000,Coke and Refined Petroleum Production,40.9
5,2000,Chemicals and Chemical Products Production,87.2
5,2000,Basic Pharmaceutical Products and Remedies Production,37.6
5,2000,Rubber and Plastic Production,76.8
5,2000,Manufacture of Other Non-metallic Minerals Products,190.1
5,2000,Base Metals Production,97.3
5,2000,"Fabricated Metal Products Production, Except Machinery and Equipment",143.5
5,2000,"Computer, Electronic and Optical Products Production",1621.8
5,2000,Electrical Equipment Production,59.1
5,2000,Unmentioned Machinery and Equipment Production,238.6
5,2000,"Motor Vehicles, Trailers and Semi-trailer Production",59.2
5,2000,Other Transport Equipment Production,804.0
5,2000,Furniture Production,141.7
5,2000,Other Manufacturing,180.0
5,2000,Repair and Installation of Machinery Equipment,338.7
5,2000,"Electricity, Gas, Steam and Air Conditioning Supply",75.9
5,2000,B - Mining,88.3
5,2000,C - Manufacturing Industry,102.9
5,2000,"D - Electricity, Gas, Steam and Air Conditioning Supply",75.9
5,2001,Total,89.7
5,2001,Coal Exploitation,67.3
5,2001,Oil and Natural Gas Exploitation,77.9
5,2001,Metal Ore Exploitation,67.3
5,2001,Other Types of Mining,93.0
5,2001,Food Products Production,85.6
5,2001,Drink Production,104.7
5,2001,Tobacoo Products Production,64.4
5,2001,Textile Production,463.8
5,2001,Clothing Production,398.6
5,2001,Leather and Leater Item Production,320.5
5,2001,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",388.9
5,2001,Paper and Paper Products Production,86.3
5,2001,Printing and Duplication of Audio and Video Material,81.4
5,2001,Coke and Refined Petroleum Production,73.9
5,2001,Chemicals and Chemical Products Production,71.1
5,2001,Basic Pharmaceutical Products and Remedies Production,47.6
5,2001,Rubber and Plastic Production,82.4
5,2001,Manufacture of Other Non-metallic Minerals Products,169.5
5,2001,Base Metals Production,85.1
5,2001,"Fabricated Metal Products Production, Except Machinery and Equipment",117.5
5,2001,"Computer, Electronic and Optical Products Production",1047.0
5,2001,Electrical Equipment Production,53.5
5,2001,Unmentioned Machinery and Equipment Production,220.5
5,2001,"Motor Vehicles, Trailers and Semi-trailer Production",42.0
5,2001,Other Transport Equipment Production,417.3
5,2001,Furniture Production,159.1
5,2001,Other Manufacturing,148.6
5,2001,Repair and Installation of Machinery Equipment,261.8
5,2001,"Electricity, Gas, Steam and Air Conditioning Supply",71.5
5,2001,B - Mining,74.4
5,2001,C - Manufacturing Industry,96.3
5,2001,"D - Electricity, Gas, Steam and Air Conditioning Supply",71.5
5,2002,Total,91.6
5,2002,Coal Exploitation,67.1
5,2002,Oil and Natural Gas Exploitation,69.6
5,2002,Metal Ore Exploitation,86.6
5,2002,Other Types of Mining,101.0
5,2002,Food Products Production,84.9
5,2002,Drink Production,108.4
5,2002,Tobacoo Products Production,63.7
5,2002,Textile Production,369.4
5,2002,Clothing Production,286.7
5,2002,Leather and Leater Item Production,229.6
5,2002,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",253.9
5,2002,Paper and Paper Products Production,78.3
5,2002,Printing and Duplication of Audio and Video Material,70.1
5,2002,Coke and Refined Petroleum Production,63.8
5,2002,Chemicals and Chemical Products Production,88.3
5,2002,Basic Pharmaceutical Products and Remedies Production,56.0
5,2002,Rubber and Plastic Production,81.1
5,2002,Manufacture of Other Non-metallic Minerals Products,168.2
5,2002,Base Metals Production,89.2
5,2002,"Fabricated Metal Products Production, Except Machinery and Equipment",125.5
5,2002,"Computer, Electronic and Optical Products Production",1438.6
5,2002,Electrical Equipment Production,53.9
5,2002,Unmentioned Machinery and Equipment Production,238.3
5,2002,"Motor Vehicles, Trailers and Semi-trailer Production",73.0
5,2002,Other Transport Equipment Production,479.6
5,2002,Furniture Production,137.9
5,2002,Other Manufacturing,203.2
5,2002,Repair and Installation of Machinery Equipment,256.7
5,2002,"Electricity, Gas, Steam and Air Conditioning Supply",75.5
5,2002,B - Mining,76.3
5,2002,C - Manufacturing Industry,97.5
5,2002,"D - Electricity, Gas, Steam and Air Conditioning Supply",75.5
5,2003,Total,91.4
5,2003,Coal Exploitation,79.8
5,2003,Oil and Natural Gas Exploitation,64.7
5,2003,Metal Ore Exploitation,50.9
5,2003,Other Types of Mining,100.5
5,2003,Food Products Production,88.1
5,2003,Drink Production,119.6
5,2003,Tobacoo Products Production,61.0
5,2003,Textile Production,227.6
5,2003,Clothing Production,174.6
5,2003,Leather and Leater Item Production,206.6
5,2003,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",213.2
5,2003,Paper and Paper Products Production,82.6
5,2003,Printing and Duplication of Audio and Video Material,76.4
5,2003,Coke and Refined Petroleum Production,46.0
5,2003,Chemicals and Chemical Products Production,102.1
5,2003,Basic Pharmaceutical Products and Remedies Production,73.7
5,2003,Rubber and Plastic Production,93.1
5,2003,Manufacture of Other Non-metallic Minerals Products,159.7
5,2003,Base Metals Production,81.0
5,2003,"Fabricated Metal Products Production, Except Machinery and Equipment",112.2
5,2003,"Computer, Electronic and Optical Products Production",1492.4
5,2003,Electrical Equipment Production,49.5
5,2003,Unmentioned Machinery and Equipment Production,230.9
5,2003,"Motor Vehicles, Trailers and Semi-trailer Production",53.5
5,2003,Other Transport Equipment Production,432.7
5,2003,Furniture Production,139.7
5,2003,Other Manufacturing,111.0
5,2003,Repair and Installation of Machinery Equipment,357.5
5,2003,"Electricity, Gas, Steam and Air Conditioning Supply",77.2
5,2003,B - Mining,77.5
5,2003,C - Manufacturing Industry,96.7
5,2003,"D - Electricity, Gas, Steam and Air Conditioning Supply",77.2
5,2004,Total,95.5
5,2004,Coal Exploitation,72.1
5,2004,Oil and Natural Gas Exploitation,61.0
5,2004,Metal Ore Exploitation,69.7
5,2004,Other Types of Mining,106.1
5,2004,Food Products Production,87.3
5,2004,Drink Production,108.7
5,2004,Tobacoo Products Production,53.8
5,2004,Textile Production,247.6
5,2004,Clothing Production,166.1
5,2004,Leather and Leater Item Production,177.4
5,2004,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",238.8
5,2004,Paper and Paper Products Production,74.8
5,2004,Printing and Duplication of Audio and Video Material,66.8
5,2004,Coke and Refined Petroleum Production,83.6
5,2004,Chemicals and Chemical Products Production,124.4
5,2004,Basic Pharmaceutical Products and Remedies Production,71.7
5,2004,Rubber and Plastic Production,91.0
5,2004,Manufacture of Other Non-metallic Minerals Products,160.7
5,2004,Base Metals Production,114.5
5,2004,"Fabricated Metal Products Production, Except Machinery and Equipment",131.9
5,2004,"Computer, Electronic and Optical Products Production",916.5
5,2004,Electrical Equipment Production,54.4
5,2004,Unmentioned Machinery and Equipment Production,607.4
5,2004,"Motor Vehicles, Trailers and Semi-trailer Production",60.1
5,2004,Other Transport Equipment Production,173.1
5,2004,Furniture Production,133.9
5,2004,Other Manufacturing,83.7
5,2004,Repair and Installation of Machinery Equipment,337.0
5,2004,"Electricity, Gas, Steam and Air Conditioning Supply",64.3
5,2004,B - Mining,72.2
5,2004,C - Manufacturing Industry,104.9
5,2004,"D - Electricity, Gas, Steam and Air Conditioning Supply",64.3
5,2005,Total,91.1
5,2005,Coal Exploitation,74.0
5,2005,Oil and Natural Gas Exploitation,58.6
5,2005,Metal Ore Exploitation,66.1
5,2005,Other Types of Mining,114.3
5,2005,Food Products Production,97.0
5,2005,Drink Production,110.2
5,2005,Tobacoo Products Production,61.2
5,2005,Textile Production,259.7
5,2005,Clothing Production,137.9
5,2005,Leather and Leater Item Production,166.5
5,2005,"Wood and Wood, Cork, Straw and Rod - Related Products Production, Except Furniture",158.8
5,2005,Paper and Paper Products Production,74.7
5,2005,Printing and Duplication of Audio and Video Material,65.1
5,2005,Coke and Refined Petroleum Production,69.2
5,2005,Chemicals and Chemical Products Production,123.3
5,2005,Basic Pharmaceutical Products and Remedies Production,67.5
5,2005,Rubber and Plastic Production,103.6
5,2005,Manufacture of Other Non-metallic Minerals Products,157.3
5,2005,Base Metals Production,132.7
5,2005,"Fabricated Metal Products Production, Except Machinery and Equipment",127.6
5,2005,"Computer, Electronic and Optical Products Production",594.7
5,2005,Electrical Equipment Production,51.4
5,2005,Unmentioned Machinery and Equipment Production,177.1
5,2005,"Motor Vehicles, Trailers and Semi-trailer Production",73.9
5,2005,Other Transport Equipment Production,210.6
5,2005,Furniture Production,116.3
5,2005,Other Manufacturing,75.0
5,2005,Repair and Installation of Machinery Equipment,236.6
5,2005,"Electricity, Gas, Steam and Air Conditioning Supply",70.1
5,2005,B - Mining,72.2
