,Year,CountryId,Sector,Exports(tUSD),Imports(tUSD),NetExports(tUSD)
10464,2012,MD,Other Finished Products,3605.6,520.8,3084.8
10465,2012,MD,Undeclared Products within SITC Rev. 4,0.8,254.9,-254.1
10466,2012,ME,Food and Livestock,214386.9,7768.3,206618.6
10467,2012,ME,Drinks and Tobacco,59565.9,9588.0,49977.9
10468,2012,ME,Ineadible Raw Materials Excluding Fuel,8286.6,8859.2,-572.6000000000004
10469,2012,ME,"Mineral Fuels, Lubricants and Related Products",67769.0,46622.4,21146.6
10470,2012,ME,"Animal and Vegetable Oils, Fats and Waxes",20084.8,130.7,19954.1
10471,2012,ME,Chemical Products and Similar,86257.8,14095.6,72162.2
10472,2012,ME,Manufactured Products Classified by Material,112866.1,15630.9,97235.20000000001
10473,2012,ME,Machines and Transport Devices,105636.9,2727.2,102909.7
10474,2012,ME,Other Finished Products,125529.5,12291.9,113237.6
10475,2012,ME,Undeclared Products within SITC Rev. 4,1874.9,1611.9,263.0
10476,2012,MG,Food and Livestock,0.0,49.8,-49.8
10477,2012,MG,Ineadible Raw Materials Excluding Fuel,0.0,11.5,-11.5
10478,2012,MG,Manufactured Products Classified by Material,0.0,18.0,-18.0
10479,2012,MG,Machines and Transport Devices,0.0,0.9,-0.9
10480,2012,MG,Other Finished Products,0.0,133.3,-133.3
10481,2012,MH,Manufactured Products Classified by Material,78.0,0.0,78.0
10482,2012,MH,Machines and Transport Devices,251.4,128.7,122.70000000000002
10483,2012,MK,Food and Livestock,128412.4,80120.0,48292.399999999994
10484,2012,MK,Drinks and Tobacco,22442.4,27056.0,-4613.5999999999985
10485,2012,MK,Ineadible Raw Materials Excluding Fuel,29749.1,6198.1,23551.0
10486,2012,MK,"Mineral Fuels, Lubricants and Related Products",35553.4,9246.3,26307.100000000002
10487,2012,MK,"Animal and Vegetable Oils, Fats and Waxes",18669.6,169.4,18500.199999999997
10488,2012,MK,Chemical Products and Similar,62897.5,38396.4,24501.1
10489,2012,MK,Manufactured Products Classified by Material,86998.4,112617.3,-25618.90000000001
10490,2012,MK,Machines and Transport Devices,53818.0,8158.7,45659.3
10491,2012,MK,Other Finished Products,46203.5,9137.2,37066.3
10492,2012,MK,Undeclared Products within SITC Rev. 4,107.3,5913.0,-5805.7
10493,2012,ML,Chemical Products and Similar,0.0,0.3,-0.3
10494,2012,ML,Manufactured Products Classified by Material,0.0,0.2,-0.2
10495,2012,ML,Machines and Transport Devices,0.0,5.5,-5.5
10496,2012,ML,Other Finished Products,11.8,0.6,11.200000000000001
10497,2012,ML,Undeclared Products within SITC Rev. 4,250.2,3.3,246.89999999999998
10498,2012,MM,Food and Livestock,0.0,163.2,-163.2
10499,2012,MM,Chemical Products and Similar,0.0,0.0,0.0
10500,2012,MM,Manufactured Products Classified by Material,0.0,0.0,0.0
10501,2012,MM,Machines and Transport Devices,201.0,0.3,200.7
10502,2012,MM,Other Finished Products,136.2,1013.7,-877.5
10503,2012,MM,Undeclared Products within SITC Rev. 4,3222.9,0.0,3222.9
10504,2012,MN,Manufactured Products Classified by Material,2.9,0.0,2.9
10505,2012,MN,Machines and Transport Devices,122.1,0.0,122.1
10506,2012,MN,Other Finished Products,171.2,0.2,171.0
10507,2012,MO,Food and Livestock,0.0,0.6,-0.6
10508,2012,MO,Chemical Products and Similar,0.0,189.7,-189.7
10509,2012,MO,Machines and Transport Devices,0.0,100.5,-100.5
10510,2012,MO,Other Finished Products,0.0,65.4,-65.4
10511,2012,MP,Other Finished Products,0.0,0.2,-0.2
10512,2012,MQ,Manufactured Products Classified by Material,33.8,0.0,33.8
10513,2012,MR,Food and Livestock,20.5,0.4,20.1
10514,2012,MR,Ineadible Raw Materials Excluding Fuel,1.4,0.0,1.4
10515,2012,MR,Machines and Transport Devices,0.0,0.1,-0.1
10516,2012,MR,Other Finished Products,15.8,32.0,-16.2
10517,2012,MS,Machines and Transport Devices,0.0,0.0,0.0
10518,2012,MT,Food and Livestock,20.0,0.0,20.0
10519,2012,MT,Drinks and Tobacco,89.1,0.0,89.1
10520,2012,MT,Ineadible Raw Materials Excluding Fuel,9.5,0.0,9.5
10521,2012,MT,Chemical Products and Similar,1158.9,3746.0,-2587.1
10522,2012,MT,Manufactured Products Classified by Material,159.7,388.6,-228.90000000000003
10523,2012,MT,Machines and Transport Devices,8.5,1088.2,-1079.7
10524,2012,MT,Other Finished Products,102.8,110.6,-7.799999999999997
10525,2012,MT,Undeclared Products within SITC Rev. 4,0.0,1375.0,-1375.0
10526,2012,MU,Food and Livestock,0.0,275.9,-275.9
10527,2012,MU,Chemical Products and Similar,0.0,0.4,-0.4
10528,2012,MU,Manufactured Products Classified by Material,0.0,62.7,-62.7
10529,2012,MU,Machines and Transport Devices,0.9,0.1,0.8
10530,2012,MU,Other Finished Products,0.4,117.0,-116.6
10531,2012,MU,Undeclared Products within SITC Rev. 4,0.3,0.0,0.3
10532,2012,MV,Food and Livestock,0.0,7.4,-7.4
10533,2012,MV,Machines and Transport Devices,0.0,0.3,-0.3
10534,2012,MW,Food and Livestock,0.0,1.8,-1.8
10535,2012,MW,Drinks and Tobacco,0.0,354.1,-354.1
10536,2012,MW,Machines and Transport Devices,0.0,0.5,-0.5
10537,2012,MW,Undeclared Products within SITC Rev. 4,0.0,131.0,-131.0
10538,2012,MX,Food and Livestock,0.1,214.1,-214.0
10539,2012,MX,Drinks and Tobacco,0.0,336.8,-336.8
10540,2012,MX,Ineadible Raw Materials Excluding Fuel,0.0,166.2,-166.2
10541,2012,MX,"Mineral Fuels, Lubricants and Related Products",0.0,0.3,-0.3
10542,2012,MX,Chemical Products and Similar,0.0,1617.3,-1617.3
10543,2012,MX,Manufactured Products Classified by Material,1356.9,993.8,363.10000000000014
10544,2012,MX,Machines and Transport Devices,450.7,14241.2,-13790.5
10545,2012,MX,Other Finished Products,6.2,2327.1,-2320.9
10546,2012,MX,Undeclared Products within SITC Rev. 4,0.0,110.9,-110.9
10547,2012,MY,Food and Livestock,60.9,11.2,49.7
10548,2012,MY,Ineadible Raw Materials Excluding Fuel,0.0,11559.2,-11559.2
10549,2012,MY,"Mineral Fuels, Lubricants and Related Products",0.0,36.8,-36.8
10550,2012,MY,"Animal and Vegetable Oils, Fats and Waxes",0.0,3178.3,-3178.3
10551,2012,MY,Chemical Products and Similar,0.0,1275.2,-1275.2
10552,2012,MY,Manufactured Products Classified by Material,0.7,757.0,-756.3
10553,2012,MY,Machines and Transport Devices,747.9,22284.4,-21536.5
10554,2012,MY,Other Finished Products,33.8,6916.4,-6882.599999999999
10555,2012,MY,Undeclared Products within SITC Rev. 4,1452.5,434.9,1017.6
10556,2012,MZ,Drinks and Tobacco,0.0,469.2,-469.2
10557,2012,MZ,Ineadible Raw Materials Excluding Fuel,0.0,58.0,-58.0
10558,2012,MZ,Manufactured Products Classified by Material,0.0,1233.0,-1233.0
10559,2012,MZ,Machines and Transport Devices,0.0,4.1,-4.1
10560,2012,,Food and Livestock,0.0,61.8,-61.8
10561,2012,,Ineadible Raw Materials Excluding Fuel,0.0,4.8,-4.8
10562,2012,,Manufactured Products Classified by Material,0.0,0.1,-0.1
10563,2012,,Machines and Transport Devices,20.9,0.2,20.7
10564,2012,,Other Finished Products,80.8,0.0,80.8
10565,2012,,Undeclared Products within SITC Rev. 4,2.7,0.0,2.7
10566,2012,NE,Food and Livestock,47.2,0.0,47.2
10567,2012,NE,Chemical Products and Similar,0.3,0.0,0.3
10568,2012,NE,Manufactured Products Classified by Material,4.0,0.0,4.0
10569,2012,NE,Machines and Transport Devices,16.4,0.2,16.2
10570,2012,NE,Other Finished Products,0.0,0.1,-0.1
10571,2012,NG,Food and Livestock,0.0,1608.1,-1608.1
10572,2012,NG,Drinks and Tobacco,2.0,0.0,2.0
10573,2012,NG,Ineadible Raw Materials Excluding Fuel,0.0,226.2,-226.2
10574,2012,NG,"Mineral Fuels, Lubricants and Related Products",4723.1,0.0,4723.1
10575,2012,NG,Chemical Products and Similar,26.3,0.0,26.3
10576,2012,NG,Manufactured Products Classified by Material,308.2,2258.6,-1950.3999999999999
10577,2012,NG,Machines and Transport Devices,974.4,0.0,974.4
10578,2012,NG,Other Finished Products,169.6,0.0,169.6
10579,2012,NG,Undeclared Products within SITC Rev. 4,883.8,4.6,879.1999999999999
10580,2012,NI,Ineadible Raw Materials Excluding Fuel,0.0,152.8,-152.8
10581,2012,NI,Manufactured Products Classified by Material,0.0,0.1,-0.1
10582,2012,NI,Other Finished Products,0.0,22.0,-22.0
10583,2012,NL,Food and Livestock,19091.3,37195.0,-18103.7
10584,2012,NL,Drinks and Tobacco,5527.5,2624.9,2902.6
10585,2012,NL,Ineadible Raw Materials Excluding Fuel,10987.1,10795.7,191.39999999999964
10586,2012,NL,"Mineral Fuels, Lubricants and Related Products",28.4,5346.7,-5318.3
10587,2012,NL,"Animal and Vegetable Oils, Fats and Waxes",4891.6,8621.5,-3729.8999999999996
10588,2012,NL,Chemical Products and Similar,11562.7,77193.1,-65630.40000000001
10589,2012,NL,Manufactured Products Classified by Material,16687.7,30491.5,-13803.8
10590,2012,NL,Machines and Transport Devices,56286.3,71691.4,-15405.099999999991
10591,2012,NL,Other Finished Products,19194.6,15869.9,3324.699999999999
10592,2012,NL,Undeclared Products within SITC Rev. 4,12.0,21542.3,-21530.3
10593,2012,NO,Food and Livestock,1601.4,3624.2,-2022.7999999999997
10594,2012,NO,Drinks and Tobacco,3.9,0.0,3.9
10595,2012,NO,Ineadible Raw Materials Excluding Fuel,31.6,663.0,-631.4
10596,2012,NO,"Mineral Fuels, Lubricants and Related Products",895.1,0.0,895.1
10597,2012,NO,Chemical Products and Similar,9.4,3217.8,-3208.4
10598,2012,NO,Manufactured Products Classified by Material,2250.0,2191.3,58.69999999999982
10599,2012,NO,Machines and Transport Devices,6948.1,5182.2,1765.9000000000005
10600,2012,NO,Other Finished Products,1322.2,342.5,979.7
10601,2012,NO,Undeclared Products within SITC Rev. 4,4.2,1173.0,-1168.8
10602,2012,NP,Manufactured Products Classified by Material,0.0,17.8,-17.8
10603,2012,NP,Machines and Transport Devices,0.0,0.0,0.0
10604,2012,NP,Other Finished Products,0.0,19.1,-19.1
10605,2012,NP,Undeclared Products within SITC Rev. 4,1.2,0.0,1.2
10606,2012,NR,Machines and Transport Devices,0.0,6.6,-6.6
10607,2012,NU,"Mineral Fuels, Lubricants and Related Products",0.0,12.6,-12.6
10608,2012,NU,Other Finished Products,0.0,0.7,-0.7
10609,2012,NZ,Food and Livestock,0.1,613.6,-613.5
10610,2012,NZ,Drinks and Tobacco,0.0,9.8,-9.8
10611,2012,NZ,Ineadible Raw Materials Excluding Fuel,0.0,598.3,-598.3
10612,2012,NZ,Chemical Products and Similar,8.1,77.7,-69.60000000000001
10613,2012,NZ,Manufactured Products Classified by Material,5.7,18.8,-13.100000000000001
10614,2012,NZ,Machines and Transport Devices,29.3,129.4,-100.10000000000001
10615,2012,NZ,Other Finished Products,280.5,100.4,180.1
10616,2012,NZ,Undeclared Products within SITC Rev. 4,9.3,65.1,-55.8
10617,2012,OM,Food and Livestock,0.0,11.5,-11.5
10618,2012,OM,Chemical Products and Similar,96.1,649.5,-553.4
10619,2012,OM,Manufactured Products Classified by Material,1.9,0.0,1.9
10620,2012,OM,Machines and Transport Devices,53.5,0.5,53.0
10621,2012,OM,Other Finished Products,0.4,0.6,-0.19999999999999996
10622,2012,OM,Undeclared Products within SITC Rev. 4,3.2,57.8,-54.599999999999994
10623,2012,PA,Food and Livestock,0.0,1642.1,-1642.1
10624,2012,PA,Ineadible Raw Materials Excluding Fuel,0.0,18.0,-18.0
10625,2012,PA,Chemical Products and Similar,5.9,306.8,-300.90000000000003
10626,2012,PA,Manufactured Products Classified by Material,189.4,0.0,189.4
10627,2012,PA,Machines and Transport Devices,0.0,0.4,-0.4
10628,2012,PA,Other Finished Products,0.0,0.0,0.0
10629,2012,PA,Undeclared Products within SITC Rev. 4,0.0,126.6,-126.6
10630,2012,PE,Food and Livestock,254.7,966.4,-711.7
10631,2012,PE,Ineadible Raw Materials Excluding Fuel,0.0,633.3,-633.3
10632,2012,PE,Chemical Products and Similar,0.0,46.5,-46.5
10633,2012,PE,Manufactured Products Classified by Material,182.6,2220.6,-2038.0
10634,2012,PE,Machines and Transport Devices,94.9,2.4,92.5
10635,2012,PE,Other Finished Products,149.8,162.7,-12.899999999999977
10636,2012,PE,Undeclared Products within SITC Rev. 4,1220.0,61.6,1158.4
10637,2012,PF,Food and Livestock,0.0,6.3,-6.3
10638,2012,PF,Machines and Transport Devices,0.2,0.0,0.2
10639,2012,PG,Food and Livestock,0.0,216.1,-216.1
10640,2012,PH,Food and Livestock,3.1,717.8,-714.6999999999999
10641,2012,PH,Drinks and Tobacco,0.0,12.6,-12.6
10642,2012,PH,Ineadible Raw Materials Excluding Fuel,0.0,542.1,-542.1
10643,2012,PH,"Animal and Vegetable Oils, Fats and Waxes",0.0,44.7,-44.7
10644,2012,PH,Chemical Products and Similar,0.0,372.9,-372.9
10645,2012,PH,Manufactured Products Classified by Material,0.0,144.1,-144.1
10646,2012,PH,Machines and Transport Devices,10.6,3445.8,-3435.2000000000003
10647,2012,PH,Other Finished Products,13.5,998.7,-985.2
10648,2012,PH,Undeclared Products within SITC Rev. 4,5034.3,43.5,4990.8
10649,2012,PK,Food and Livestock,0.0,296.8,-296.8
10650,2012,PK,Ineadible Raw Materials Excluding Fuel,0.0,98.5,-98.5
10651,2012,PK,Chemical Products and Similar,0.0,79.2,-79.2
10652,2012,PK,Manufactured Products Classified by Material,0.1,5105.1,-5105.0
10653,2012,PK,Machines and Transport Devices,119.5,1.2,118.3
10654,2012,PK,Other Finished Products,143.0,3703.7,-3560.7
10655,2012,PK,Undeclared Products within SITC Rev. 4,0.0,443.0,-443.0
10656,2012,PL,Food and Livestock,11878.5,55347.8,-43469.3
10657,2012,PL,Drinks and Tobacco,217.0,1349.8,-1132.8
10658,2012,PL,Ineadible Raw Materials Excluding Fuel,9604.9,9034.9,570.0
10659,2012,PL,"Mineral Fuels, Lubricants and Related Products",519.0,14762.6,-14243.6
10660,2012,PL,"Animal and Vegetable Oils, Fats and Waxes",18.4,225.9,-207.5
10661,2012,PL,Chemical Products and Similar,9394.0,60043.3,-50649.3
10662,2012,PL,Manufactured Products Classified by Material,88939.4,174823.5,-85884.1
10663,2012,PL,Machines and Transport Devices,24428.7,138700.9,-114272.2
10664,2012,PL,Other Finished Products,15070.6,34979.9,-19909.300000000003
10665,2012,PL,Undeclared Products within SITC Rev. 4,10.0,36812.8,-36802.8
10666,2012,PN,Ineadible Raw Materials Excluding Fuel,0.0,0.0,0.0
10667,2012,PR,Ineadible Raw Materials Excluding Fuel,0.0,0.2,-0.2
10668,2012,PR,Chemical Products and Similar,0.0,41.5,-41.5
10669,2012,PR,Manufactured Products Classified by Material,0.0,1.3,-1.3
10670,2012,PR,Machines and Transport Devices,0.0,101.4,-101.4
10671,2012,PR,Other Finished Products,0.0,834.6,-834.6
10672,2012,PS,Food and Livestock,0.0,0.3,-0.3
10673,2012,PS,Ineadible Raw Materials Excluding Fuel,0.0,0.3,-0.3
10674,2012,PS,Chemical Products and Similar,11.0,0.0,11.0
10675,2012,PS,Manufactured Products Classified by Material,1.4,0.0,1.4
10676,2012,PS,Machines and Transport Devices,0.5,0.0,0.5
10677,2012,PT,Food and Livestock,607.3,173.3,433.99999999999994
10678,2012,PT,Drinks and Tobacco,0.0,302.7,-302.7
10679,2012,PT,Ineadible Raw Materials Excluding Fuel,83.1,62.9,20.199999999999996
10680,2012,PT,"Mineral Fuels, Lubricants and Related Products",1.0,0.0,1.0
10681,2012,PT,"Animal and Vegetable Oils, Fats and Waxes",0.0,8.4,-8.4
10682,2012,PT,Chemical Products and Similar,398.3,1726.0,-1327.7
10683,2012,PT,Manufactured Products Classified by Material,2836.8,3917.6,-1080.7999999999997
10684,2012,PT,Machines and Transport Devices,8683.4,4465.4,4218.0
10685,2012,PT,Other Finished Products,107.1,6452.1,-6345.0
10686,2012,PT,Undeclared Products within SITC Rev. 4,0.0,633.7,-633.7
10687,2012,PY,Ineadible Raw Materials Excluding Fuel,0.0,71.9,-71.9
10688,2012,PY,Manufactured Products Classified by Material,110.4,0.0,110.4
10689,2012,QA,Food and Livestock,2.7,0.0,2.7
10690,2012,QA,Ineadible Raw Materials Excluding Fuel,162.9,0.0,162.9
10691,2012,QA,Chemical Products and Similar,0.0,2242.8,-2242.8
10692,2012,QA,Manufactured Products Classified by Material,16.2,18.7,-2.5
10693,2012,QA,Machines and Transport Devices,175.4,55.1,120.30000000000001
10694,2012,QA,Other Finished Products,18.0,2.8,15.2
10695,2012,QA,Undeclared Products within SITC Rev. 4,3.7,18.2,-14.5
10696,2012,QW,Food and Livestock,104.7,4911.1,-4806.400000000001
10697,2012,QW,Ineadible Raw Materials Excluding Fuel,43.6,46.7,-3.1000000000000014
10698,2012,QW,"Mineral Fuels, Lubricants and Related Products",0.0,7404.3,-7404.3
10699,2012,QW,Manufactured Products Classified by Material,12.0,0.0,12.0
10700,2012,QW,Machines and Transport Devices,0.0,44.2,-44.2
10701,2012,QW,Other Finished Products,0.0,272.4,-272.4
10702,2012,QW,Undeclared Products within SITC Rev. 4,0.0,89.8,-89.8
10703,2012,RE,Machines and Transport Devices,1.6,0.0,1.6
10704,2012,RO,Food and Livestock,509621.7,16337.9,493283.8
10705,2012,RO,Drinks and Tobacco,2201.0,192.0,2009.0
10706,2012,RO,Ineadible Raw Materials Excluding Fuel,53129.6,35091.5,18038.1
10707,2012,RO,"Mineral Fuels, Lubricants and Related Products",85050.6,382281.2,-297230.6
10708,2012,RO,"Animal and Vegetable Oils, Fats and Waxes",191.4,38.3,153.10000000000002
10709,2012,RO,Chemical Products and Similar,45588.3,123854.0,-78265.7
10710,2012,RO,Manufactured Products Classified by Material,142660.1,147962.2,-5302.100000000006
10711,2012,RO,Machines and Transport Devices,25372.7,62989.3,-37616.600000000006
10712,2012,RO,Other Finished Products,40048.3,33078.2,6970.100000000006
10713,2012,RO,Undeclared Products within SITC Rev. 4,545.9,15906.7,-15360.800000000001
10714,2012,RU,Food and Livestock,150676.5,13005.4,137671.1
10715,2012,RU,Drinks and Tobacco,5152.5,31042.5,-25890.0
10716,2012,RU,Ineadible Raw Materials Excluding Fuel,8604.2,43273.7,-34669.5
10717,2012,RU,"Mineral Fuels, Lubricants and Related Products",2196.1,1498439.5,-1496243.4
10718,2012,RU,"Animal and Vegetable Oils, Fats and Waxes",40.7,17.3,23.400000000000002
10719,2012,RU,Chemical Products and Similar,90528.3,216182.3,-125653.99999999999
10720,2012,RU,Manufactured Products Classified by Material,258592.5,200750.9,57841.600000000006
10721,2012,RU,Machines and Transport Devices,201782.1,66757.3,135024.8
10722,2012,RU,Other Finished Products,149382.2,3479.4,145902.80000000002
10723,2012,RU,Undeclared Products within SITC Rev. 4,15.9,5450.0,-5434.1
10724,2012,RW,Machines and Transport Devices,9.8,0.1,9.700000000000001
10725,2012,SA,Food and Livestock,23.9,193.7,-169.79999999999998
10726,2012,SA,Ineadible Raw Materials Excluding Fuel,498.8,0.0,498.8
10727,2012,SA,"Mineral Fuels, Lubricants and Related Products",0.3,0.0,0.3
10728,2012,SA,Chemical Products and Similar,20.5,8379.3,-8358.8
10729,2012,SA,Manufactured Products Classified by Material,600.1,93.9,506.20000000000005
10730,2012,SA,Machines and Transport Devices,2862.6,8.4,2854.2
10731,2012,SA,Other Finished Products,464.4,0.2,464.2
10732,2012,SA,Undeclared Products within SITC Rev. 4,364.9,87.1,277.79999999999995
10733,2012,SC,Chemical Products and Similar,0.0,55.7,-55.7
10734,2012,SC,Machines and Transport Devices,11.2,0.2,11.0
10735,2012,SC,Other Finished Products,3.2,4.4,-1.2000000000000002
10736,2012,SC,Undeclared Products within SITC Rev. 4,0.0,2.2,-2.2
10737,2012,SD,Food and Livestock,16.4,5.6,10.799999999999999
10738,2012,SD,Ineadible Raw Materials Excluding Fuel,0.0,111.1,-111.1
10739,2012,SD,"Mineral Fuels, Lubricants and Related Products",0.9,0.0,0.9
10740,2012,SD,Chemical Products and Similar,1.4,0.0,1.4
10741,2012,SD,Manufactured Products Classified by Material,561.4,0.0,561.4
10742,2012,SD,Machines and Transport Devices,605.8,1.9,603.9
10743,2012,SD,Other Finished Products,88.8,0.0,88.8
10744,2012,SD,Undeclared Products within SITC Rev. 4,0.0,46.0,-46.0
10745,2012,SE,Food and Livestock,9269.0,3029.0,6240.0
10746,2012,SE,Drinks and Tobacco,96.8,2.2,94.6
10747,2012,SE,Ineadible Raw Materials Excluding Fuel,424.1,541.1,-117.0
10748,2012,SE,"Mineral Fuels, Lubricants and Related Products",0.0,334.2,-334.2
10749,2012,SE,"Animal and Vegetable Oils, Fats and Waxes",101.7,1774.8,-1673.1
10750,2012,SE,Chemical Products and Similar,1192.4,20570.7,-19378.3
10751,2012,SE,Manufactured Products Classified by Material,15702.8,66139.9,-50437.09999999999
10752,2012,SE,Machines and Transport Devices,14730.6,51632.2,-36901.6
10753,2012,SE,Other Finished Products,10138.8,6507.5,3631.2999999999993
10754,2012,SE,Undeclared Products within SITC Rev. 4,26.0,10350.6,-10324.6
10755,2012,SG,Food and Livestock,51.8,76.5,-24.700000000000003
10756,2012,SG,Drinks and Tobacco,1913.7,95.8,1817.9
10757,2012,SG,Ineadible Raw Materials Excluding Fuel,67.9,0.1,67.80000000000001
10758,2012,SG,"Animal and Vegetable Oils, Fats and Waxes",0.0,91.0,-91.0
10759,2012,SG,Chemical Products and Similar,5.5,1861.4,-1855.9
10760,2012,SG,Manufactured Products Classified by Material,1022.5,109.3,913.2
10761,2012,SG,Machines and Transport Devices,1301.3,5695.1,-4393.8
10762,2012,SG,Other Finished Products,190.9,2643.5,-2452.6
10763,2012,SG,Undeclared Products within SITC Rev. 4,3787.8,763.4,3024.4
10764,2012,SH,Manufactured Products Classified by Material,0.0,0.1,-0.1
10765,2012,SH,Other Finished Products,0.0,3.5,-3.5
10766,2012,SI,Food and Livestock,24802.6,13214.5,11588.099999999999
10767,2012,SI,Drinks and Tobacco,1288.7,4688.2,-3399.5
10768,2012,SI,Ineadible Raw Materials Excluding Fuel,41526.7,9459.4,32067.299999999996
10769,2012,SI,"Mineral Fuels, Lubricants and Related Products",3135.4,31896.7,-28761.3
10770,2012,SI,"Animal and Vegetable Oils, Fats and Waxes",18878.4,198.1,18680.300000000003
10771,2012,SI,Chemical Products and Similar,31350.7,112874.6,-81523.90000000001
10772,2012,SI,Manufactured Products Classified by Material,104729.6,138346.8,-33617.19999999998
10773,2012,SI,Machines and Transport Devices,128457.2,180576.6,-52119.40000000001
10774,2012,SI,Other Finished Products,64550.0,35562.5,28987.5
10775,2012,SI,Undeclared Products within SITC Rev. 4,2837.0,54455.5,-51618.5
10776,2012,SJ,Manufactured Products Classified by Material,0.0,0.4,-0.4
10777,2012,SK,Food and Livestock,15191.1,6028.2,9162.900000000001
10778,2012,SK,Drinks and Tobacco,91.7,38.2,53.5
10779,2012,SK,Ineadible Raw Materials Excluding Fuel,7217.1,9574.1,-2357.0
10780,2012,SK,"Mineral Fuels, Lubricants and Related Products",1728.4,8220.6,-6492.200000000001
10781,2012,SK,"Animal and Vegetable Oils, Fats and Waxes",22348.7,82.5,22266.2
10782,2012,SK,Chemical Products and Similar,6125.0,22269.9,-16144.900000000001
10783,2012,SK,Manufactured Products Classified by Material,53989.9,61533.4,-7543.5
10784,2012,SK,Machines and Transport Devices,137312.1,100728.7,36583.40000000001
10785,2012,SK,Other Finished Products,8875.5,13098.0,-4222.5
10786,2012,SK,Undeclared Products within SITC Rev. 4,2.0,30430.2,-30428.2
10787,2012,SL,Chemical Products and Similar,0.0,0.0,0.0
10788,2012,SL,Manufactured Products Classified by Material,0.0,3.9,-3.9
10789,2012,SL,Machines and Transport Devices,0.0,20.9,-20.9
10790,2012,SL,Other Finished Products,0.0,5.5,-5.5
10791,2012,SL,Undeclared Products within SITC Rev. 4,0.0,10.0,-10.0
10792,2012,SM,Food and Livestock,0.0,51.5,-51.5
10793,2012,SM,Ineadible Raw Materials Excluding Fuel,19.5,0.0,19.5
10794,2012,SM,Chemical Products and Similar,0.0,48.9,-48.9
10795,2012,SM,Manufactured Products Classified by Material,0.0,2.2,-2.2
10796,2012,SM,Machines and Transport Devices,0.0,25.3,-25.3
10797,2012,SM,Other Finished Products,0.0,0.1,-0.1
10798,2012,SN,Food and Livestock,0.0,2.5,-2.5
10799,2012,SN,Ineadible Raw Materials Excluding Fuel,0.0,269.6,-269.6
10800,2012,SN,Chemical Products and Similar,28.8,0.0,28.8
10801,2012,SN,Manufactured Products Classified by Material,0.0,3.9,-3.9
10802,2012,SN,Machines and Transport Devices,0.0,0.6,-0.6
10803,2012,SN,Other Finished Products,32.6,0.0,32.6
10804,2012,SR,Ineadible Raw Materials Excluding Fuel,0.0,0.0,0.0
10805,2012,SR,Chemical Products and Similar,3.2,0.0,3.2
10806,2012,SR,Manufactured Products Classified by Material,14.3,0.0,14.3
10807,2012,SR,Machines and Transport Devices,0.0,1.7,-1.7
10808,2012,SR,Other Finished Products,8.6,2.3,6.3
10809,2012,ST,Other Finished Products,0.0,0.0,0.0
10810,2012,SV,Food and Livestock,0.0,120.8,-120.8
10811,2012,SV,Ineadible Raw Materials Excluding Fuel,0.0,1.3,-1.3
10812,2012,SV,Manufactured Products Classified by Material,0.0,0.1,-0.1
10813,2012,SV,Machines and Transport Devices,0.0,42.0,-42.0
10814,2012,SV,Other Finished Products,0.0,10.3,-10.3
10815,2012,SY,Food and Livestock,0.0,18.4,-18.4
10816,2012,SY,Ineadible Raw Materials Excluding Fuel,0.0,10190.5,-10190.5
10817,2012,SY,Chemical Products and Similar,4.5,4.6,-0.09999999999999964
10818,2012,SY,Manufactured Products Classified by Material,1569.6,1136.9,432.6999999999998
10819,2012,SY,Machines and Transport Devices,511.9,3.2,508.7
10820,2012,SY,Other Finished Products,24.6,22.3,2.3000000000000007
10821,2012,SY,Undeclared Products within SITC Rev. 4,0.0,32.3,-32.3
10822,2012,SZ,Food and Livestock,0.0,101.3,-101.3
10823,2012,SZ,Ineadible Raw Materials Excluding Fuel,0.0,0.1,-0.1
10824,2012,SZ,Chemical Products and Similar,0.0,0.0,0.0
10825,2012,SZ,Manufactured Products Classified by Material,0.0,0.3,-0.3
10826,2012,SZ,Machines and Transport Devices,0.0,0.9,-0.9
10827,2012,SZ,Other Finished Products,0.0,0.9,-0.9
10828,2012,TC,Other Finished Products,0.0,0.0,0.0
10829,2012,TD,Manufactured Products Classified by Material,0.0,0.0,0.0
10830,2012,TD,Machines and Transport Devices,2.7,0.0,2.7
10831,2012,TG,Food and Livestock,0.0,311.5,-311.5
10832,2012,TG,Manufactured Products Classified by Material,0.7,0.0,0.7
10833,2012,TG,Machines and Transport Devices,2.9,0.0,2.9
10834,2012,TH,Food and Livestock,383.6,14510.2,-14126.6
10835,2012,TH,Drinks and Tobacco,0.0,76.0,-76.0
10836,2012,TH,Ineadible Raw Materials Excluding Fuel,0.0,13332.0,-13332.0
10837,2012,TH,"Animal and Vegetable Oils, Fats and Waxes",0.0,5.3,-5.3
10838,2012,TH,Chemical Products and Similar,192.2,1157.6,-965.3999999999999
10839,2012,TH,Manufactured Products Classified by Material,2132.2,2799.2,-667.0
10840,2012,TH,Machines and Transport Devices,635.0,19028.6,-18393.6
10841,2012,TH,Other Finished Products,220.5,6205.5,-5985.0
10842,2012,TH,Undeclared Products within SITC Rev. 4,1480.0,1020.8,459.20000000000005
10843,2012,TJ,Manufactured Products Classified by Material,436.3,48651.3,-48215.0
10844,2012,TJ,Machines and Transport Devices,805.2,1.8,803.4000000000001
10845,2012,TJ,Other Finished Products,1.7,24.9,-23.2
