,Year,CountryId,Sector,Exports(tUSD),Imports(tUSD),NetExports(tUSD)
2230,2005,TH,Machines and Transport Devices,3.0,8842.5,-8839.5
2231,2005,TH,Other Finished Products,133.2,5878.0,-5744.8
2232,2005,TJ,Ineadible Raw Materials Excluding Fuel,0.0,24.9,-24.9
2233,2005,TJ,Other Finished Products,0.8,0.0,0.8
2234,2005,TK,Other Finished Products,0.0,0.1,-0.1
2235,2005,TM,"Mineral Fuels, Lubricants and Related Products",0.0,1690.9,-1690.9
2236,2005,TM,Manufactured Products Classified by Material,6.3,0.0,6.3
2237,2005,TM,Machines and Transport Devices,639.3,95.4,543.9
2238,2005,TM,Other Finished Products,0.0,0.0,0.0
2239,2005,TN,Food and Livestock,0.0,282.1,-282.1
2240,2005,TN,Ineadible Raw Materials Excluding Fuel,0.0,16.0,-16.0
2241,2005,TN,"Animal and Vegetable Oils, Fats and Waxes",0.0,0.2,-0.2
2242,2005,TN,Chemical Products and Similar,0.0,33.5,-33.5
2243,2005,TN,Manufactured Products Classified by Material,1043.8,18.7,1025.1
2244,2005,TN,Machines and Transport Devices,115.1,305.6,-190.50000000000003
2245,2005,TN,Other Finished Products,0.0,2008.8,-2008.8
2246,2005,TN,Undeclared Products within SITC Rev. 4,2.5,0.0,2.5
2247,2005,TP,Chemical Products and Similar,0.0,0.2,-0.2
2248,2005,TP,Manufactured Products Classified by Material,0.0,1.5,-1.5
2249,2005,TP,Machines and Transport Devices,0.0,2.9,-2.9
2250,2005,TP,Other Finished Products,0.0,0.3,-0.3
2251,2005,TR,Food and Livestock,2055.6,27695.1,-25639.5
2252,2005,TR,Drinks and Tobacco,0.0,6534.8,-6534.8
2253,2005,TR,Ineadible Raw Materials Excluding Fuel,2499.2,7999.5,-5500.3
2254,2005,TR,"Mineral Fuels, Lubricants and Related Products",0.8,867.5,-866.7
2255,2005,TR,"Animal and Vegetable Oils, Fats and Waxes",11.5,31.6,-20.1
2256,2005,TR,Chemical Products and Similar,435.5,15153.3,-14717.8
2257,2005,TR,Manufactured Products Classified by Material,43249.1,73620.5,-30371.4
2258,2005,TR,Machines and Transport Devices,1742.4,56177.9,-54435.5
2259,2005,TR,Other Finished Products,302.4,23592.4,-23290.0
2260,2005,TR,Undeclared Products within SITC Rev. 4,19.1,11.8,7.300000000000001
2261,2005,TT,Manufactured Products Classified by Material,0.0,0.2,-0.2
2262,2005,TT,Machines and Transport Devices,0.0,0.5,-0.5
2263,2005,TT,Undeclared Products within SITC Rev. 4,0.1,0.0,0.1
2264,2005,TV,Manufactured Products Classified by Material,0.0,11.9,-11.9
2265,2005,TV,Machines and Transport Devices,0.0,0.1,-0.1
2266,2005,TW,Food and Livestock,6.6,122.7,-116.10000000000001
2267,2005,TW,Ineadible Raw Materials Excluding Fuel,0.0,103.5,-103.5
2268,2005,TW,"Animal and Vegetable Oils, Fats and Waxes",0.0,151.1,-151.1
2269,2005,TW,Chemical Products and Similar,22.1,4892.0,-4869.9
2270,2005,TW,Manufactured Products Classified by Material,56.3,1777.3,-1721.0
2271,2005,TW,Machines and Transport Devices,171.4,24231.6,-24060.199999999997
2272,2005,TW,Other Finished Products,25.1,6626.1,-6601.0
2273,2005,TW,Undeclared Products within SITC Rev. 4,0.0,24.6,-24.6
2274,2005,TZ,Food and Livestock,0.0,62.6,-62.6
2275,2005,TZ,Drinks and Tobacco,0.0,911.8,-911.8
2276,2005,TZ,Ineadible Raw Materials Excluding Fuel,0.0,1.3,-1.3
2277,2005,TZ,"Mineral Fuels, Lubricants and Related Products",0.3,0.0,0.3
2278,2005,TZ,Manufactured Products Classified by Material,0.0,6.5,-6.5
2279,2005,TZ,Machines and Transport Devices,3.9,0.0,3.9
2280,2005,TZ,Other Finished Products,0.0,9.5,-9.5
2281,2005,UA,Food and Livestock,539.0,97.7,441.3
2282,2005,UA,Drinks and Tobacco,332.6,7.3,325.3
2283,2005,UA,Ineadible Raw Materials Excluding Fuel,3853.1,121927.2,-118074.09999999999
2284,2005,UA,"Mineral Fuels, Lubricants and Related Products",13956.3,76958.5,-63002.2
2285,2005,UA,Chemical Products and Similar,4262.4,7601.1,-3338.7000000000007
2286,2005,UA,Manufactured Products Classified by Material,10787.8,72060.3,-61272.5
2287,2005,UA,Machines and Transport Devices,7496.2,3781.3,3714.8999999999996
2288,2005,UA,Other Finished Products,38350.4,739.6,37610.8
2289,2005,UA,Undeclared Products within SITC Rev. 4,21.3,389.5,-368.2
2290,2005,UG,Food and Livestock,0.0,5404.9,-5404.9
2291,2005,UG,Drinks and Tobacco,0.0,82.1,-82.1
2292,2005,UG,Manufactured Products Classified by Material,8.1,0.0,8.1
2293,2005,UG,Machines and Transport Devices,37.3,0.0,37.3
2294,2005,US,Food and Livestock,14615.4,9467.8,5147.6
2295,2005,US,Drinks and Tobacco,781.9,5090.1,-4308.200000000001
2296,2005,US,Ineadible Raw Materials Excluding Fuel,59.2,20368.3,-20309.1
2297,2005,US,"Mineral Fuels, Lubricants and Related Products",63.5,1077.1,-1013.5999999999999
2298,2005,US,"Animal and Vegetable Oils, Fats and Waxes",4.5,14.4,-9.9
2299,2005,US,Chemical Products and Similar,185.0,46923.6,-46738.6
2300,2005,US,Manufactured Products Classified by Material,31697.3,37173.4,-5476.100000000002
2301,2005,US,Machines and Transport Devices,4472.3,111042.7,-106570.4
2302,2005,US,Other Finished Products,3512.9,46701.6,-43188.7
2303,2005,US,Undeclared Products within SITC Rev. 4,3594.5,1313.0,2281.5
2304,2005,UY,Food and Livestock,0.0,171.8,-171.8
2305,2005,UY,"Mineral Fuels, Lubricants and Related Products",0.5,0.0,0.5
2306,2005,UY,Manufactured Products Classified by Material,90.4,1.1,89.30000000000001
2307,2005,UY,Machines and Transport Devices,0.0,0.2,-0.2
2308,2005,UY,Other Finished Products,0.0,1.2,-1.2
2309,2005,UZ,Food and Livestock,171.4,17.2,154.20000000000002
2310,2005,UZ,Ineadible Raw Materials Excluding Fuel,0.0,2.7,-2.7
2311,2005,UZ,"Mineral Fuels, Lubricants and Related Products",8.0,217.5,-209.5
2312,2005,UZ,Chemical Products and Similar,118.7,0.0,118.7
2313,2005,UZ,Manufactured Products Classified by Material,412.7,383.3,29.399999999999977
2314,2005,UZ,Other Finished Products,1.5,0.0,1.5
2315,2005,VA,Food and Livestock,15.8,0.0,15.8
2316,2005,VA,Machines and Transport Devices,0.0,4.6,-4.6
2317,2005,VC,Manufactured Products Classified by Material,0.0,0.0,0.0
2318,2005,VE,Ineadible Raw Materials Excluding Fuel,0.0,2527.8,-2527.8
2319,2005,VE,"Mineral Fuels, Lubricants and Related Products",0.0,474.9,-474.9
2320,2005,VE,Chemical Products and Similar,5.0,0.0,5.0
2321,2005,VE,Manufactured Products Classified by Material,3.6,0.2,3.4
2322,2005,VE,Machines and Transport Devices,0.5,119.8,-119.3
2323,2005,VE,Other Finished Products,203.5,6.8,196.7
2324,2005,VG,Food and Livestock,54.1,24.5,29.6
2325,2005,VG,Chemical Products and Similar,0.3,36.3,-36.0
2326,2005,VG,Manufactured Products Classified by Material,51.3,64.1,-12.799999999999997
2327,2005,VG,Machines and Transport Devices,16.7,5049.3,-5032.6
2328,2005,VG,Other Finished Products,21.0,240.3,-219.3
2329,2005,VI,Machines and Transport Devices,0.0,4.0,-4.0
2330,2005,VI,Other Finished Products,0.0,2.5,-2.5
2331,2005,VN,Food and Livestock,0.0,4738.9,-4738.9
2332,2005,VN,Ineadible Raw Materials Excluding Fuel,0.0,5.5,-5.5
2333,2005,VN,Chemical Products and Similar,0.1,362.9,-362.79999999999995
2334,2005,VN,Manufactured Products Classified by Material,1.8,295.5,-293.7
2335,2005,VN,Machines and Transport Devices,1.3,352.2,-350.9
2336,2005,VN,Other Finished Products,0.3,11652.1,-11651.800000000001
2337,2005,YE,Chemical Products and Similar,138.6,0.0,138.6
2338,2005,YE,Machines and Transport Devices,0.5,0.0,0.5
2339,2005,YE,Other Finished Products,0.2,0.0,0.2
2340,2005,ZA,Food and Livestock,120.1,1370.3,-1250.2
2341,2005,ZA,Drinks and Tobacco,0.0,46.5,-46.5
2342,2005,ZA,Ineadible Raw Materials Excluding Fuel,0.1,6813.2,-6813.099999999999
2343,2005,ZA,"Mineral Fuels, Lubricants and Related Products",0.0,0.0,0.0
2344,2005,ZA,"Animal and Vegetable Oils, Fats and Waxes",0.0,0.3,-0.3
2345,2005,ZA,Chemical Products and Similar,488.5,337.2,151.3
2346,2005,ZA,Manufactured Products Classified by Material,2911.4,520.3,2391.1000000000004
2347,2005,ZA,Machines and Transport Devices,916.7,527.2,389.5
2348,2005,ZA,Other Finished Products,300.7,62.9,237.79999999999998
2349,2005,ZA,Undeclared Products within SITC Rev. 4,9.5,2.8,6.7
2350,2005,ZM,Food and Livestock,0.0,0.2,-0.2
2351,2005,ZM,Drinks and Tobacco,0.0,1.0,-1.0
2352,2005,ZM,Ineadible Raw Materials Excluding Fuel,0.0,0.4,-0.4
2353,2005,ZM,Manufactured Products Classified by Material,0.0,0.3,-0.3
2354,2005,ZM,Machines and Transport Devices,0.1,0.0,0.1
2355,2005,ZM,Other Finished Products,0.0,0.7,-0.7
2356,2005,ZM,Undeclared Products within SITC Rev. 4,4.8,0.4,4.3999999999999995
2357,2005,ZW,Food and Livestock,0.0,74.0,-74.0
2358,2005,ZW,Drinks and Tobacco,0.0,862.8,-862.8
2359,2005,ZW,Ineadible Raw Materials Excluding Fuel,0.0,84.8,-84.8
2360,2005,ZW,Manufactured Products Classified by Material,0.0,0.4,-0.4
2361,2005,ZW,Machines and Transport Devices,0.0,0.5,-0.5
2362,2005,ZW,Undeclared Products within SITC Rev. 4,0.0,2.4,-2.4
2363,2006,Total,Food and Livestock,1065327.2,649508.5,415818.69999999995
2364,2006,Total,Drinks and Tobacco,113503.7,160449.7,-46946.000000000015
2365,2006,Total,Ineadible Raw Materials Excluding Fuel,277688.3,627091.0,-349402.7
2366,2006,Total,"Mineral Fuels, Lubricants and Related Products",225419.6,2593861.9,-2368442.3
2367,2006,Total,"Animal and Vegetable Oils, Fats and Waxes",29079.0,37354.4,-8275.400000000001
2368,2006,Total,Chemical Products and Similar,651798.2,1869481.4,-1217683.2
2369,2006,Total,Manufactured Products Classified by Material,2418381.6,2742497.7,-324116.1000000001
2370,2006,Total,Machines and Transport Devices,708640.2,3364566.9,-2655926.7
2371,2006,Total,Other Finished Products,898938.0,1108581.7,-209643.69999999995
2372,2006,Total,Undeclared Products within SITC Rev. 4,39099.7,16622.5,22477.199999999997
2373,2006,AD,Other Finished Products,0.0,57.2,-57.2
2374,2006,AE,Food and Livestock,0.1,232.5,-232.4
2375,2006,AE,Drinks and Tobacco,47.5,0.0,47.5
2376,2006,AE,Ineadible Raw Materials Excluding Fuel,1718.0,30.6,1687.4
2377,2006,AE,"Mineral Fuels, Lubricants and Related Products",0.0,157.7,-157.7
2378,2006,AE,Chemical Products and Similar,163.7,622.2,-458.50000000000006
2379,2006,AE,Manufactured Products Classified by Material,2495.9,730.5,1765.4
2380,2006,AE,Machines and Transport Devices,1923.3,542.2,1381.1
2381,2006,AE,Other Finished Products,211.3,155.6,55.70000000000002
2382,2006,AE,Undeclared Products within SITC Rev. 4,572.5,19.3,553.2
2383,2006,AF,Ineadible Raw Materials Excluding Fuel,0.0,2.9,-2.9
2384,2006,AF,Chemical Products and Similar,194.3,0.1,194.20000000000002
2385,2006,AF,Manufactured Products Classified by Material,8.5,36.3,-27.799999999999997
2386,2006,AF,Machines and Transport Devices,31.0,0.0,31.0
2387,2006,AF,Other Finished Products,15.2,3.8,11.399999999999999
2388,2006,AF,Undeclared Products within SITC Rev. 4,368.4,0.0,368.4
2389,2006,AG,Food and Livestock,0.0,5.6,-5.6
2390,2006,AG,Machines and Transport Devices,0.0,0.0,0.0
2391,2006,AL,Food and Livestock,16986.1,375.0,16611.1
2392,2006,AL,Drinks and Tobacco,1060.1,0.0,1060.1
2393,2006,AL,Ineadible Raw Materials Excluding Fuel,584.2,77.7,506.50000000000006
2394,2006,AL,"Mineral Fuels, Lubricants and Related Products",254.3,2974.7,-2720.3999999999996
2395,2006,AL,"Animal and Vegetable Oils, Fats and Waxes",765.0,13.5,751.5
2396,2006,AL,Chemical Products and Similar,3959.7,33.2,3926.5
2397,2006,AL,Manufactured Products Classified by Material,6096.9,150.8,5946.099999999999
2398,2006,AL,Machines and Transport Devices,1796.6,6.2,1790.3999999999999
2399,2006,AL,Other Finished Products,2067.4,1063.0,1004.4000000000001
2400,2006,AL,Undeclared Products within SITC Rev. 4,12.9,4.0,8.9
2401,2006,AM,Food and Livestock,4.8,0.0,4.8
2402,2006,AM,Ineadible Raw Materials Excluding Fuel,0.0,3164.5,-3164.5
2403,2006,AM,Chemical Products and Similar,398.9,0.0,398.9
2404,2006,AM,Manufactured Products Classified by Material,68.0,0.0,68.0
2405,2006,AM,Machines and Transport Devices,27.3,0.0,27.3
2406,2006,AM,Other Finished Products,2.1,0.1,2.0
2407,2006,AM,Undeclared Products within SITC Rev. 4,268.5,0.0,268.5
2408,2006,AN,Manufactured Products Classified by Material,54.8,0.0,54.8
2409,2006,AN,Machines and Transport Devices,2.2,0.0,2.2
2410,2006,AN,Other Finished Products,0.0,0.1,-0.1
2411,2006,AO,Ineadible Raw Materials Excluding Fuel,0.0,105.4,-105.4
2412,2006,AO,Chemical Products and Similar,12.6,0.0,12.6
2413,2006,AO,Manufactured Products Classified by Material,1.9,2.8,-0.8999999999999999
2414,2006,AO,Machines and Transport Devices,242.6,0.0,242.6
2415,2006,AO,Other Finished Products,716.5,0.0,716.5
2416,2006,AR,Food and Livestock,0.1,24555.2,-24555.100000000002
2417,2006,AR,Drinks and Tobacco,0.0,1399.8,-1399.8
2418,2006,AR,Ineadible Raw Materials Excluding Fuel,2.7,1683.6,-1680.8999999999999
2419,2006,AR,"Mineral Fuels, Lubricants and Related Products",4.2,0.0,4.2
2420,2006,AR,"Animal and Vegetable Oils, Fats and Waxes",0.0,5.8,-5.8
2421,2006,AR,Chemical Products and Similar,0.0,209.1,-209.1
2422,2006,AR,Manufactured Products Classified by Material,170.1,371.9,-201.79999999999998
2423,2006,AR,Machines and Transport Devices,18.0,1865.9,-1847.9
2424,2006,AR,Other Finished Products,0.0,106.3,-106.3
2425,2006,AR,Undeclared Products within SITC Rev. 4,4.9,3.4,1.5000000000000004
2426,2006,AS,Machines and Transport Devices,0.0,0.1,-0.1
2427,2006,AT,Food and Livestock,55319.8,32931.4,22388.4
2428,2006,AT,Drinks and Tobacco,272.1,6589.2,-6317.099999999999
2429,2006,AT,Ineadible Raw Materials Excluding Fuel,10112.0,8760.4,1351.6000000000004
2430,2006,AT,"Mineral Fuels, Lubricants and Related Products",361.0,8038.7,-7677.7
2431,2006,AT,"Animal and Vegetable Oils, Fats and Waxes",72.9,404.6,-331.70000000000005
2432,2006,AT,Chemical Products and Similar,23133.9,95995.7,-72861.79999999999
2433,2006,AT,Manufactured Products Classified by Material,56150.9,110200.8,-54049.9
2434,2006,AT,Machines and Transport Devices,31115.1,127204.0,-96088.9
2435,2006,AT,Other Finished Products,14071.5,30155.4,-16083.900000000001
2436,2006,AT,Undeclared Products within SITC Rev. 4,1272.8,173.5,1099.3
2437,2006,AU,Food and Livestock,1301.0,54.6,1246.4
2438,2006,AU,Drinks and Tobacco,329.5,114.5,215.0
2439,2006,AU,Ineadible Raw Materials Excluding Fuel,125.8,195.6,-69.8
2440,2006,AU,"Animal and Vegetable Oils, Fats and Waxes",1.1,0.0,1.1
2441,2006,AU,Chemical Products and Similar,142.1,1090.4,-948.3000000000001
2442,2006,AU,Manufactured Products Classified by Material,1227.4,662.8,564.6000000000001
2443,2006,AU,Machines and Transport Devices,142.9,1441.7,-1298.8
2444,2006,AU,Other Finished Products,1332.2,1699.1,-366.89999999999986
2445,2006,AU,Undeclared Products within SITC Rev. 4,47.6,240.3,-192.70000000000002
2446,2006,AW,Machines and Transport Devices,0.0,0.1,-0.1
2447,2006,AZ,Food and Livestock,47.7,0.0,47.7
2448,2006,AZ,Ineadible Raw Materials Excluding Fuel,8.8,0.0,8.8
2449,2006,AZ,"Mineral Fuels, Lubricants and Related Products",0.9,1133.5,-1132.6
2450,2006,AZ,Chemical Products and Similar,520.6,0.0,520.6
2451,2006,AZ,Manufactured Products Classified by Material,639.0,11.1,627.9
2452,2006,AZ,Machines and Transport Devices,0.0,2.6,-2.6
2453,2006,AZ,Other Finished Products,0.0,0.4,-0.4
2454,2006,BA,Food and Livestock,174918.8,27104.6,147814.19999999998
2455,2006,BA,Drinks and Tobacco,54857.7,1064.1,53793.6
2456,2006,BA,Ineadible Raw Materials Excluding Fuel,52503.2,62207.5,-9704.300000000003
2457,2006,BA,"Mineral Fuels, Lubricants and Related Products",57481.6,76288.1,-18806.500000000007
2458,2006,BA,"Animal and Vegetable Oils, Fats and Waxes",4832.5,1687.8,3144.7
2459,2006,BA,Chemical Products and Similar,90636.1,20843.7,69792.40000000001
2460,2006,BA,Manufactured Products Classified by Material,164480.4,105154.0,59326.399999999994
2461,2006,BA,Machines and Transport Devices,68757.3,30837.8,37919.5
2462,2006,BA,Other Finished Products,80657.6,22006.7,58650.90000000001
2463,2006,BA,Undeclared Products within SITC Rev. 4,132.6,375.1,-242.50000000000003
2464,2006,BB,Food and Livestock,2.7,0.0,2.7
2465,2006,BB,Drinks and Tobacco,0.0,13.6,-13.6
2466,2006,BD,Drinks and Tobacco,0.0,20.6,-20.6
2467,2006,BD,Manufactured Products Classified by Material,0.0,819.3,-819.3
2468,2006,BD,Other Finished Products,104.0,3855.5,-3751.5
2469,2006,BE,Food and Livestock,14268.6,4880.5,9388.1
2470,2006,BE,Drinks and Tobacco,1158.3,105.7,1052.6
2471,2006,BE,Ineadible Raw Materials Excluding Fuel,3893.9,3678.9,215.0
2472,2006,BE,"Mineral Fuels, Lubricants and Related Products",3.2,3972.4,-3969.2000000000003
2473,2006,BE,"Animal and Vegetable Oils, Fats and Waxes",5.4,245.5,-240.1
2474,2006,BE,Chemical Products and Similar,18350.8,58428.8,-40078.0
2475,2006,BE,Manufactured Products Classified by Material,40139.3,26882.2,13257.100000000002
2476,2006,BE,Machines and Transport Devices,3147.0,40176.4,-37029.4
2477,2006,BE,Other Finished Products,4858.9,6922.7,-2063.8
2478,2006,BE,Undeclared Products within SITC Rev. 4,628.8,94.3,534.5
2479,2006,BF,Manufactured Products Classified by Material,0.0,0.0,0.0
2480,2006,BF,Other Finished Products,480.3,0.0,480.3
2481,2006,BG,Food and Livestock,2499.5,16212.4,-13712.9
2482,2006,BG,Drinks and Tobacco,153.2,1727.7,-1574.5
2483,2006,BG,Ineadible Raw Materials Excluding Fuel,32497.3,102790.1,-70292.8
2484,2006,BG,"Mineral Fuels, Lubricants and Related Products",967.1,109641.3,-108674.2
2485,2006,BG,"Animal and Vegetable Oils, Fats and Waxes",114.7,49.8,64.9
2486,2006,BG,Chemical Products and Similar,21510.6,30793.5,-9282.900000000001
2487,2006,BG,Manufactured Products Classified by Material,78718.0,132363.6,-53645.600000000006
2488,2006,BG,Machines and Transport Devices,10317.7,23584.7,-13267.0
2489,2006,BG,Other Finished Products,7517.4,17194.8,-9677.4
2490,2006,BG,Undeclared Products within SITC Rev. 4,17.0,20.4,-3.3999999999999986
2491,2006,BH,Chemical Products and Similar,3.9,0.0,3.9
2492,2006,BH,Manufactured Products Classified by Material,35.5,667.3,-631.8
2493,2006,BH,Other Finished Products,355.3,0.0,355.3
2494,2006,BN,Other Finished Products,0.0,0.3,-0.3
2495,2006,BO,Food and Livestock,0.0,135.0,-135.0
2496,2006,BO,Manufactured Products Classified by Material,0.0,5.1,-5.1
2497,2006,BO,Machines and Transport Devices,1.0,42.6,-41.6
2498,2006,BR,Food and Livestock,10.6,58477.3,-58466.700000000004
2499,2006,BR,Drinks and Tobacco,0.0,9534.3,-9534.3
2500,2006,BR,Ineadible Raw Materials Excluding Fuel,0.0,8463.0,-8463.0
2501,2006,BR,"Mineral Fuels, Lubricants and Related Products",0.0,0.1,-0.1
2502,2006,BR,"Animal and Vegetable Oils, Fats and Waxes",0.0,3.8,-3.8
2503,2006,BR,Chemical Products and Similar,31.0,3177.2,-3146.2
2504,2006,BR,Manufactured Products Classified by Material,19.2,6341.3,-6322.1
2505,2006,BR,Machines and Transport Devices,594.9,4701.5,-4106.6
2506,2006,BR,Other Finished Products,40.3,1472.0,-1431.7
2507,2006,BR,Undeclared Products within SITC Rev. 4,13.4,4.5,8.9
2508,2006,BS,Food and Livestock,25.4,0.0,25.4
2509,2006,BS,Ineadible Raw Materials Excluding Fuel,0.0,0.0,0.0
2510,2006,BS,Chemical Products and Similar,13.7,0.0,13.7
2511,2006,BS,Manufactured Products Classified by Material,0.0,5.5,-5.5
2512,2006,BS,Machines and Transport Devices,21.6,6.5,15.100000000000001
2513,2006,BT,Other Finished Products,0.0,0.3,-0.3
2514,2006,BV,Food and Livestock,5.0,0.0,5.0
2515,2006,BW,Food and Livestock,0.0,0.1,-0.1
2516,2006,BW,Chemical Products and Similar,0.2,0.0,0.2
2517,2006,BW,Manufactured Products Classified by Material,6.4,0.0,6.4
2518,2006,BW,Machines and Transport Devices,36.9,0.0,36.9
2519,2006,BW,Other Finished Products,45.9,0.2,45.699999999999996
2520,2006,BW,Undeclared Products within SITC Rev. 4,0.0,4.9,-4.9
2521,2006,BY,Food and Livestock,870.4,0.0,870.4
2522,2006,BY,Ineadible Raw Materials Excluding Fuel,244.9,1786.2,-1541.3
2523,2006,BY,Chemical Products and Similar,5826.3,3419.5,2406.8
2524,2006,BY,Manufactured Products Classified by Material,3571.0,4172.3,-601.3000000000002
2525,2006,BY,Machines and Transport Devices,4420.3,10040.1,-5619.8
2526,2006,BY,Other Finished Products,134.8,793.0,-658.2
2527,2006,BY,Undeclared Products within SITC Rev. 4,6.7,4.0,2.7
2528,2006,CA,Food and Livestock,1629.8,3870.8,-2241.0
2529,2006,CA,Drinks and Tobacco,465.3,93.8,371.5
2530,2006,CA,Ineadible Raw Materials Excluding Fuel,5.1,1717.2,-1712.1000000000001
2531,2006,CA,"Mineral Fuels, Lubricants and Related Products",5.8,5.7,0.09999999999999964
2532,2006,CA,"Animal and Vegetable Oils, Fats and Waxes",4.5,0.0,4.5
2533,2006,CA,Chemical Products and Similar,199.0,850.3,-651.3
2534,2006,CA,Manufactured Products Classified by Material,2765.1,1221.3,1543.8
2535,2006,CA,Machines and Transport Devices,483.4,6368.3,-5884.900000000001
2536,2006,CA,Other Finished Products,1627.1,1997.2,-370.10000000000014
2537,2006,CA,Undeclared Products within SITC Rev. 4,78.0,225.8,-147.8
2538,2006,CC,Food and Livestock,0.0,2.0,-2.0
2539,2006,CC,Machines and Transport Devices,0.0,0.2,-0.2
2540,2006,CD,Manufactured Products Classified by Material,0.0,0.1,-0.1
2541,2006,CD,Machines and Transport Devices,0.0,0.6,-0.6
2542,2006,CD,Other Finished Products,0.0,1.0,-1.0
2543,2006,CF,Food and Livestock,0.0,2.9,-2.9
2544,2006,CF,Drinks and Tobacco,0.0,1.3,-1.3
2545,2006,CF,Ineadible Raw Materials Excluding Fuel,0.0,36.4,-36.4
2546,2006,CF,Manufactured Products Classified by Material,0.0,0.8,-0.8
2547,2006,CG,Food and Livestock,0.0,3.2,-3.2
2548,2006,CG,Ineadible Raw Materials Excluding Fuel,0.0,594.6,-594.6
2549,2006,CG,Manufactured Products Classified by Material,0.0,5.7,-5.7
2550,2006,CG,Machines and Transport Devices,1.2,0.0,1.2
2551,2006,CG,Other Finished Products,1.3,6.7,-5.4
2552,2006,CH,Food and Livestock,15078.2,3637.4,11440.800000000001
2553,2006,CH,Drinks and Tobacco,597.5,10.2,587.3
2554,2006,CH,Ineadible Raw Materials Excluding Fuel,426.7,635.4,-208.7
2555,2006,CH,"Mineral Fuels, Lubricants and Related Products",2639.0,6136.3,-3497.3
2556,2006,CH,"Animal and Vegetable Oils, Fats and Waxes",2.3,0.0,2.3
2557,2006,CH,Chemical Products and Similar,1410.4,73235.1,-71824.70000000001
2558,2006,CH,Manufactured Products Classified by Material,13049.2,20451.7,-7402.5
2559,2006,CH,Machines and Transport Devices,13759.3,31547.4,-17788.100000000002
2560,2006,CH,Other Finished Products,2818.1,12552.9,-9734.8
2561,2006,CH,Undeclared Products within SITC Rev. 4,1319.8,810.6,509.19999999999993
2562,2006,CI,Food and Livestock,0.0,3782.7,-3782.7
2563,2006,CI,Ineadible Raw Materials Excluding Fuel,3.3,747.9,-744.6
2564,2006,CI,Machines and Transport Devices,139.3,0.0,139.3
2565,2006,CI,Other Finished Products,0.0,0.2,-0.2
2566,2006,CK,Other Finished Products,0.0,2.1,-2.1
2567,2006,CL,Food and Livestock,0.0,1947.9,-1947.9
2568,2006,CL,Drinks and Tobacco,0.0,260.6,-260.6
2569,2006,CL,Ineadible Raw Materials Excluding Fuel,0.0,19649.8,-19649.8
2570,2006,CL,"Animal and Vegetable Oils, Fats and Waxes",0.0,0.6,-0.6
2571,2006,CL,Chemical Products and Similar,160.8,301.6,-140.8
2572,2006,CL,Manufactured Products Classified by Material,74.0,16.2,57.8
2573,2006,CL,Machines and Transport Devices,5.2,1.0,4.2
2574,2006,CL,Other Finished Products,72.3,37.9,34.4
2575,2006,CL,Undeclared Products within SITC Rev. 4,1.2,0.0,1.2
2576,2006,CM,Food and Livestock,0.0,407.1,-407.1
2577,2006,CM,Ineadible Raw Materials Excluding Fuel,0.0,194.4,-194.4
2578,2006,CM,Manufactured Products Classified by Material,99.4,2.4,97.0
2579,2006,CM,Machines and Transport Devices,73.7,0.0,73.7
2580,2006,CM,Other Finished Products,0.0,3.0,-3.0
2581,2006,CM,Undeclared Products within SITC Rev. 4,1940.0,0.0,1940.0
2582,2006,CN,Food and Livestock,136.9,9403.7,-9266.800000000001
2583,2006,CN,Drinks and Tobacco,58.9,331.4,-272.5
2584,2006,CN,Ineadible Raw Materials Excluding Fuel,876.7,13812.0,-12935.3
2585,2006,CN,"Mineral Fuels, Lubricants and Related Products",0.1,18745.6,-18745.5
2586,2006,CN,"Animal and Vegetable Oils, Fats and Waxes",0.3,395.4,-395.09999999999997
2587,2006,CN,Chemical Products and Similar,198.9,75962.8,-75763.90000000001
2588,2006,CN,Manufactured Products Classified by Material,517.7,96108.4,-95590.7
2589,2006,CN,Machines and Transport Devices,3225.3,339159.5,-335934.2
2590,2006,CN,Other Finished Products,1228.7,227702.6,-226473.9
2591,2006,CN,Undeclared Products within SITC Rev. 4,20.0,81.4,-61.400000000000006
2592,2006,CO,Food and Livestock,0.0,11262.4,-11262.4
2593,2006,CO,Ineadible Raw Materials Excluding Fuel,0.0,1.2,-1.2
2594,2006,CO,Chemical Products and Similar,0.0,369.2,-369.2
2595,2006,CO,Manufactured Products Classified by Material,940.5,73.3,867.2
2596,2006,CO,Machines and Transport Devices,448.8,0.0,448.8
2597,2006,CO,Other Finished Products,4.8,8.2,-3.3999999999999995
2598,2006,CO,Undeclared Products within SITC Rev. 4,212.6,0.0,212.6
2599,2006,CR,Food and Livestock,0.0,551.8,-551.8
2600,2006,CR,Drinks and Tobacco,0.0,5.3,-5.3
2601,2006,CR,Ineadible Raw Materials Excluding Fuel,0.0,3.5,-3.5
2602,2006,CR,Chemical Products and Similar,0.0,3.4,-3.4
2603,2006,CR,Manufactured Products Classified by Material,14.1,2.0,12.1
2604,2006,CR,Machines and Transport Devices,5.4,1378.5,-1373.1
2605,2006,CR,Other Finished Products,7.5,38.8,-31.299999999999997
2606,2006,CU,Drinks and Tobacco,0.0,299.4,-299.4
2607,2006,CU,Chemical Products and Similar,0.0,63.5,-63.5
2608,2006,CU,Manufactured Products Classified by Material,0.0,0.1,-0.1
2609,2006,CU,Machines and Transport Devices,0.0,0.0,0.0
