Year,Region,Gender,AgeGroup,Amount
2013,South and East,F,-1,803020
2013,State,F,0,32531
2013,Belgrade,F,0,8961
2013,Voyvodina/North,F,0,8648
2013,Central and West,F,0,8624
2013,South and East,F,0,6298
2013,State,F,1,31545
2013,Belgrade,F,1,8508
2013,Voyvodina/North,F,1,8311
2013,Central and West,F,1,8347
2013,South and East,F,1,6379
2013,State,F,2,32209
2013,Belgrade,F,2,8388
2013,Voyvodina/North,F,2,8601
2013,Central and West,F,2,8889
2013,South and East,F,2,6331
2013,State,F,3,32411
2013,Belgrade,F,3,8135
2013,Voyvodina/North,F,3,8755
2013,Central and West,F,3,9001
2013,South and East,F,3,6520
2013,State,F,4,32188
2013,Belgrade,F,4,7803
2013,Voyvodina/North,F,4,8626
2013,Central and West,F,4,9231
2013,South and East,F,4,6528
2013,State,F,5,32075
2013,Belgrade,F,5,7642
2013,Voyvodina/North,F,5,8737
2013,Central and West,F,5,9068
2013,South and East,F,5,6628
2013,State,F,6,33275
2013,Belgrade,F,6,7545
2013,Voyvodina/North,F,6,9083
2013,Central and West,F,6,9514
2013,South and East,F,6,7133
2013,State,F,7,34174
2013,Belgrade,F,7,7619
2013,Voyvodina/North,F,7,9195
2013,Central and West,F,7,10018
2013,South and East,F,7,7342
2013,State,F,8,34504
2013,Belgrade,F,8,7395
2013,Voyvodina/North,F,8,9219
2013,Central and West,F,8,10087
2013,South and East,F,8,7803
2013,State,F,9,35112
2013,Belgrade,F,9,7590
2013,Voyvodina/North,F,9,9301
2013,Central and West,F,9,10363
2013,South and East,F,9,7858
2013,State,F,10,34987
2013,Belgrade,F,10,7492
2013,Voyvodina/North,F,10,9451
2013,Central and West,F,10,10166
2013,South and East,F,10,7878
2013,State,F,11,35246
2013,Belgrade,F,11,7558
2013,Voyvodina/North,F,11,9406
2013,Central and West,F,11,10180
2013,South and East,F,11,8102
2013,State,F,12,33035
2013,Belgrade,F,12,6932
2013,Voyvodina/North,F,12,8795
2013,Central and West,F,12,9738
2013,South and East,F,12,7570
2013,State,F,13,32827
2013,Belgrade,F,13,6910
2013,Voyvodina/North,F,13,8650
2013,Central and West,F,13,9554
2013,South and East,F,13,7713
2013,State,F,14,34116
2013,Belgrade,F,14,7086
2013,Voyvodina/North,F,14,9174
2013,Central and West,F,14,9887
2013,South and East,F,14,7969
2013,State,F,15,35514
2013,Belgrade,F,15,7300
2013,Voyvodina/North,F,15,9513
2013,Central and West,F,15,10409
2013,South and East,F,15,8292
2013,State,F,16,37241
2013,Belgrade,F,16,7610
2013,Voyvodina/North,F,16,10014
2013,Central and West,F,16,10926
2013,South and East,F,16,8691
2013,State,F,17,39213
2013,Belgrade,F,17,8047
2013,Voyvodina/North,F,17,10616
2013,Central and West,F,17,11363
2013,South and East,F,17,9187
2013,State,F,18,39236
2013,Belgrade,F,18,8272
2013,Voyvodina/North,F,18,10626
2013,Central and West,F,18,11262
2013,South and East,F,18,9076
2013,State,F,19,40111
2013,Belgrade,F,19,8437
2013,Voyvodina/North,F,19,10776
2013,Central and West,F,19,11640
2013,South and East,F,19,9258
2013,State,F,20,40460
2013,Belgrade,F,20,8874
2013,Voyvodina/North,F,20,10823
2013,Central and West,F,20,11558
2013,South and East,F,20,9205
2013,State,F,21,42139
2013,Belgrade,F,21,9286
2013,Voyvodina/North,F,21,11517
2013,Central and West,F,21,11987
2013,South and East,F,21,9349
2013,State,F,22,41900
2013,Belgrade,F,22,9281
2013,Voyvodina/North,F,22,11278
2013,Central and West,F,22,12083
2013,South and East,F,22,9258
2013,State,F,23,42385
2013,Belgrade,F,23,9751
2013,Voyvodina/North,F,23,11440
2013,Central and West,F,23,11819
2013,South and East,F,23,9375
2013,State,F,24,44530
2013,Belgrade,F,24,10814
2013,Voyvodina/North,F,24,12158
2013,Central and West,F,24,12058
2013,South and East,F,24,9500
2013,State,F,25,45199
2013,Belgrade,F,25,11590
2013,Voyvodina/North,F,25,12227
2013,Central and West,F,25,12019
2013,South and East,F,25,9363
2013,State,F,26,45328
2013,Belgrade,F,26,12018
2013,Voyvodina/North,F,26,12201
2013,Central and West,F,26,11735
2013,South and East,F,26,9374
2013,State,F,27,46313
2013,Belgrade,F,27,12641
2013,Voyvodina/North,F,27,12482
2013,Central and West,F,27,11899
2013,South and East,F,27,9291
2013,State,F,28,48553
2013,Belgrade,F,28,13666
2013,Voyvodina/North,F,28,12988
2013,Central and West,F,28,12368
2013,South and East,F,28,9531
2013,State,F,29,48550
2013,Belgrade,F,29,13747
2013,Voyvodina/North,F,29,13010
2013,Central and West,F,29,12279
2013,South and East,F,29,9514
2013,State,F,30,47995
2013,Belgrade,F,30,13672
2013,Voyvodina/North,F,30,12892
2013,Central and West,F,30,11932
2013,South and East,F,30,9499
2013,State,F,31,48043
2013,Belgrade,F,31,13547
2013,Voyvodina/North,F,31,13032
2013,Central and West,F,31,12105
2013,South and East,F,31,9359
2013,State,F,32,48749
2013,Belgrade,F,32,14050
2013,Voyvodina/North,F,32,12947
2013,Central and West,F,32,12207
2013,South and East,F,32,9545
2013,State,F,33,48677
2013,Belgrade,F,33,13674
2013,Voyvodina/North,F,33,12880
2013,Central and West,F,33,12540
2013,South and East,F,33,9583
2013,State,F,34,49270
2013,Belgrade,F,34,13660
2013,Voyvodina/North,F,34,13312
2013,Central and West,F,34,12645
2013,South and East,F,34,9653
2013,State,F,35,49722
2013,Belgrade,F,35,13640
2013,Voyvodina/North,F,35,13059
2013,Central and West,F,35,13139
2013,South and East,F,35,9884
2013,State,F,36,50566
2013,Belgrade,F,36,13619
2013,Voyvodina/North,F,36,13388
2013,Central and West,F,36,13192
2013,South and East,F,36,10367
2013,State,F,37,50439
2013,Belgrade,F,37,13024
2013,Voyvodina/North,F,37,13279
2013,Central and West,F,37,13463
2013,South and East,F,37,10673
2013,State,F,38,48949
2013,Belgrade,F,38,12610
2013,Voyvodina/North,F,38,12636
2013,Central and West,F,38,13295
2013,South and East,F,38,10408
2013,State,F,39,49120
2013,Belgrade,F,39,12596
2013,Voyvodina/North,F,39,12764
2013,Central and West,F,39,13287
2013,South and East,F,39,10473
2013,State,F,40,48114
2013,Belgrade,F,40,12039
2013,Voyvodina/North,F,40,12671
2013,Central and West,F,40,12942
2013,South and East,F,40,10462
2013,State,F,41,47745
2013,Belgrade,F,41,11930
2013,Voyvodina/North,F,41,12566
2013,Central and West,F,41,13050
2013,South and East,F,41,10199
2013,State,F,42,46724
2013,Belgrade,F,42,11514
2013,Voyvodina/North,F,42,12194
2013,Central and West,F,42,12852
2013,South and East,F,42,10164
2013,State,F,43,47376
2013,Belgrade,F,43,11499
2013,Voyvodina/North,F,43,12428
2013,Central and West,F,43,13109
2013,South and East,F,43,10340
2013,State,F,44,47546
2013,Belgrade,F,44,11211
2013,Voyvodina/North,F,44,12842
2013,Central and West,F,44,13204
2013,South and East,F,44,10289
2013,State,F,45,47765
2013,Belgrade,F,45,11045
2013,Voyvodina/North,F,45,13098
2013,Central and West,F,45,13141
2013,South and East,F,45,10481
2013,State,F,46,47853
2013,Belgrade,F,46,11120
2013,Voyvodina/North,F,46,13301
2013,Central and West,F,46,12989
2013,South and East,F,46,10443
2013,State,F,47,49059
2013,Belgrade,F,47,11281
2013,Voyvodina/North,F,47,13649
2013,Central and West,F,47,13526
2013,South and East,F,47,10603
2013,State,F,48,47530
2013,Belgrade,F,48,10882
2013,Voyvodina/North,F,48,13365
2013,Central and West,F,48,13248
2013,South and East,F,48,10035
2013,State,F,49,49697
2013,Belgrade,F,49,11520
2013,Voyvodina/North,F,49,13806
2013,Central and West,F,49,13885
2013,South and East,F,49,10486
2013,State,F,50,50427
2013,Belgrade,F,50,11648
2013,Voyvodina/North,F,50,13873
2013,Central and West,F,50,14288
2013,South and East,F,50,10618
2013,State,F,51,52706
2013,Belgrade,F,51,12145
2013,Voyvodina/North,F,51,14649
2013,Central and West,F,51,14841
2013,South and East,F,51,11071
2013,State,F,52,54230
2013,Belgrade,F,52,12283
2013,Voyvodina/North,F,52,15050
2013,Central and West,F,52,15690
2013,South and East,F,52,11207
2013,State,F,53,52300
2013,Belgrade,F,53,12045
2013,Voyvodina/North,F,53,14434
2013,Central and West,F,53,14957
2013,South and East,F,53,10864
2013,State,F,54,53037
2013,Belgrade,F,54,12290
2013,Voyvodina/North,F,54,14141
2013,Central and West,F,54,15780
2013,South and East,F,54,10826
2013,State,F,55,52671
2013,Belgrade,F,55,12100
2013,Voyvodina/North,F,55,14569
2013,Central and West,F,55,15047
2013,South and East,F,55,10955
2013,State,F,56,57445
2013,Belgrade,F,56,13469
2013,Voyvodina/North,F,56,15916
2013,Central and West,F,56,16344
2013,South and East,F,56,11716
2013,State,F,57,59200
2013,Belgrade,F,57,13950
2013,Voyvodina/North,F,57,15903
2013,Central and West,F,57,16851
2013,South and East,F,57,12496
2013,State,F,58,62996
2013,Belgrade,F,58,14916
2013,Voyvodina/North,F,58,16370
2013,Central and West,F,58,18585
2013,South and East,F,58,13125
2013,State,F,59,61467
2013,Belgrade,F,59,14678
2013,Voyvodina/North,F,59,16003
2013,Central and West,F,59,17486
2013,South and East,F,59,13300
2013,State,F,60,63624
2013,Belgrade,F,60,15212
2013,Voyvodina/North,F,60,16219
2013,Central and West,F,60,18463
2013,South and East,F,60,13730
2013,State,F,61,54659
2013,Belgrade,F,61,13367
2013,Voyvodina/North,F,61,14253
2013,Central and West,F,61,14967
2013,South and East,F,61,12072
2013,State,F,62,60695
2013,Belgrade,F,62,14792
2013,Voyvodina/North,F,62,15571
2013,Central and West,F,62,16669
2013,South and East,F,62,13663
2013,State,F,63,56713
2013,Belgrade,F,63,14082
2013,Voyvodina/North,F,63,15002
2013,Central and West,F,63,15275
2013,South and East,F,63,12354
2013,State,F,64,54777
2013,Belgrade,F,64,13326
2013,Voyvodina/North,F,64,14502
2013,Central and West,F,64,14053
2013,South and East,F,64,12896
2013,State,F,65,50203
2013,Belgrade,F,65,12298
2013,Voyvodina/North,F,65,13852
2013,Central and West,F,65,12565
2013,South and East,F,65,11488
2013,State,F,66,42720
2013,Belgrade,F,66,10418
2013,Voyvodina/North,F,66,12107
2013,Central and West,F,66,11195
2013,South and East,F,66,9000
2013,State,F,67,32360
2013,Belgrade,F,67,7317
2013,Voyvodina/North,F,67,8731
2013,Central and West,F,67,9064
2013,South and East,F,67,7248
2013,State,F,68,35573
2013,Belgrade,F,68,7401
2013,Voyvodina/North,F,68,9140
2013,Central and West,F,68,9890
2013,South and East,F,68,9142
2013,State,F,69,35582
2013,Belgrade,F,69,7480
2013,Voyvodina/North,F,69,9539
2013,Central and West,F,69,9875
2013,South and East,F,69,8688
2013,State,F,70,36801
2013,Belgrade,F,70,7773
2013,Voyvodina/North,F,70,10011
2013,Central and West,F,70,9573
2013,South and East,F,70,9444
2013,State,F,71,38289
2013,Belgrade,F,71,8575
2013,Voyvodina/North,F,71,10316
2013,Central and West,F,71,10282
2013,South and East,F,71,9116
2013,State,F,72,39834
2013,Belgrade,F,72,8867
2013,Voyvodina/North,F,72,10265
2013,Central and West,F,72,11300
2013,South and East,F,72,9402
2013,State,F,73,38638
2013,Belgrade,F,73,8664
2013,Voyvodina/North,F,73,10588
2013,Central and West,F,73,10679
2013,South and East,F,73,8707
2013,State,F,74,38244
2013,Belgrade,F,74,8528
2013,Voyvodina/North,F,74,10344
2013,Central and West,F,74,10617
2013,South and East,F,74,8755
2013,State,F,75,37575
2013,Belgrade,F,75,8371
2013,Voyvodina/North,F,75,9946
2013,Central and West,F,75,10552
2013,South and East,F,75,8706
2013,State,F,76,35822
2013,Belgrade,F,76,7797
2013,Voyvodina/North,F,76,9448
2013,Central and West,F,76,10269
2013,South and East,F,76,8308
2013,State,F,77,34535
2013,Belgrade,F,77,7461
2013,Voyvodina/North,F,77,8954
2013,Central and West,F,77,10082
2013,South and East,F,77,8038
2013,State,F,78,33614
2013,Belgrade,F,78,7184
2013,Voyvodina/North,F,78,8463
2013,Central and West,F,78,9801
2013,South and East,F,78,8166
2013,State,F,79,30971
2013,Belgrade,F,79,6633
2013,Voyvodina/North,F,79,7914
2013,Central and West,F,79,9060
2013,South and East,F,79,7364
2013,State,F,80,28772
2013,Belgrade,F,80,6158
2013,Voyvodina/North,F,80,7121
2013,Central and West,F,80,8304
2013,South and East,F,80,7189
2013,State,F,81,24700
2013,Belgrade,F,81,5371
2013,Voyvodina/North,F,81,5819
2013,Central and West,F,81,7377
2013,South and East,F,81,6133
2013,State,F,82,23138
2013,Belgrade,F,82,5156
2013,Voyvodina/North,F,82,5800
2013,Central and West,F,82,6655
2013,South and East,F,82,5527
2013,State,F,83,19220
2013,Belgrade,F,83,4275
2013,Voyvodina/North,F,83,4757
2013,Central and West,F,83,5466
2013,South and East,F,83,4722
2013,State,F,84,16133
2013,Belgrade,F,84,3664
2013,Voyvodina/North,F,84,4121
2013,Central and West,F,84,4513
2013,South and East,F,84,3835
2013,State,F,85,58128
2013,Belgrade,F,85,13773
2013,Voyvodina/North,F,85,14567
2013,Central and West,F,85,15901
2013,South and East,F,85,13887
2014,State,Total,-1,7149179
2014,Belgrade,Total,-1,1672426
2014,Voyvodina/North,Total,-1,1906968
2014,Central and West,Total,-1,1995314
2014,South and East,Total,-1,1574471
2014,State,Total,0,65140
2014,Belgrade,Total,0,17816
2014,Voyvodina/North,Total,0,17390
2014,Central and West,Total,0,17013
2014,South and East,Total,0,12921
2014,State,Total,1,66825
2014,Belgrade,Total,1,18104
2014,Voyvodina/North,Total,1,17887
2014,Central and West,Total,1,17862
2014,South and East,Total,1,12972
2014,State,Total,2,65321
2014,Belgrade,Total,2,17506
2014,Voyvodina/North,Total,2,17478
2014,Central and West,Total,2,17302
2014,South and East,Total,2,13035
2014,State,Total,3,66111
2014,Belgrade,Total,3,17188
2014,Voyvodina/North,Total,3,17740
2014,Central and West,Total,3,18192
2014,South and East,Total,3,12991
2014,State,Total,4,67133
2014,Belgrade,Total,4,16658
2014,Voyvodina/North,Total,4,18052
2014,Central and West,Total,4,18817
2014,South and East,Total,4,13606
2014,State,Total,5,66726
2014,Belgrade,Total,5,16223
2014,Voyvodina/North,Total,5,17900
2014,Central and West,Total,5,18932
2014,South and East,Total,5,13671
2014,State,Total,6,66114
2014,Belgrade,Total,6,15550
2014,Voyvodina/North,Total,6,17860
2014,Central and West,Total,6,18870
2014,South and East,Total,6,13834
2014,State,Total,7,68242
2014,Belgrade,Total,7,15474
2014,Voyvodina/North,Total,7,18392
2014,Central and West,Total,7,19739
2014,South and East,Total,7,14637
2014,State,Total,8,69962
2014,Belgrade,Total,8,15564
2014,Voyvodina/North,Total,8,18767
2014,Central and West,Total,8,20520
2014,South and East,Total,8,15111
2014,State,Total,9,71236
2014,Belgrade,Total,9,15410
2014,Voyvodina/North,Total,9,18924
2014,Central and West,Total,9,20775
2014,South and East,Total,9,16127
2014,State,Total,10,72337
2014,Belgrade,Total,10,15524
2014,Voyvodina/North,Total,10,19225
2014,Central and West,Total,10,21292
2014,South and East,Total,10,16296
2014,State,Total,11,71942
2014,Belgrade,Total,11,15549
2014,Voyvodina/North,Total,11,19191
2014,Central and West,Total,11,20768
2014,South and East,Total,11,16434
2014,State,Total,12,72507
2014,Belgrade,Total,12,15473
2014,Voyvodina/North,Total,12,19413
2014,Central and West,Total,12,20983
2014,South and East,Total,12,16638
2014,State,Total,13,67828
2014,Belgrade,Total,13,14297
2014,Voyvodina/North,Total,13,18033
2014,Central and West,Total,13,19901
2014,South and East,Total,13,15597
2014,State,Total,14,68041
2014,Belgrade,Total,14,14314
2014,Voyvodina/North,Total,14,17971
2014,Central and West,Total,14,19842
2014,South and East,Total,14,15914
2014,State,Total,15,70069
2014,Belgrade,Total,15,14574
2014,Voyvodina/North,Total,15,18813
2014,Central and West,Total,15,20285
2014,South and East,Total,15,16397
2014,State,Total,16,73014
2014,Belgrade,Total,16,15113
2014,Voyvodina/North,Total,16,19598
2014,Central and West,Total,16,21267
2014,South and East,Total,16,17036
2014,State,Total,17,76903
2014,Belgrade,Total,17,16010
2014,Voyvodina/North,Total,17,20670
2014,Central and West,Total,17,22271
2014,South and East,Total,17,17952
2014,State,Total,18,81120
2014,Belgrade,Total,18,16876
2014,Voyvodina/North,Total,18,21975
2014,Central and West,Total,18,23241
2014,South and East,Total,18,19028
2014,State,Total,19,80939
2014,Belgrade,Total,19,17223
2014,Voyvodina/North,Total,19,21783
2014,Central and West,Total,19,23044
2014,South and East,Total,19,18889
2014,State,Total,20,82771
2014,Belgrade,Total,20,17457
2014,Voyvodina/North,Total,20,22345
2014,Central and West,Total,20,23706
2014,South and East,Total,20,19263
2014,State,Total,21,82849
2014,Belgrade,Total,21,18035
2014,Voyvodina/North,Total,21,22148
2014,Central and West,Total,21,23501
2014,South and East,Total,21,19165
2014,State,Total,22,86093
2014,Belgrade,Total,22,19066
2014,Voyvodina/North,Total,22,23349
2014,Central and West,Total,22,24538
2014,South and East,Total,22,19140
2014,State,Total,23,85913
2014,Belgrade,Total,23,19238
2014,Voyvodina/North,Total,23,23280
2014,Central and West,Total,23,24386
2014,South and East,Total,23,19009
2014,State,Total,24,86519
2014,Belgrade,Total,24,20211
2014,Voyvodina/North,Total,24,23337
2014,Central and West,Total,24,23935
2014,South and East,Total,24,19036
2014,State,Total,25,91629
2014,Belgrade,Total,25,22169
2014,Voyvodina/North,Total,25,25181
2014,Central and West,Total,25,24768
2014,South and East,Total,25,19511
2014,State,Total,26,92688
2014,Belgrade,Total,26,23335
2014,Voyvodina/North,Total,26,25203
2014,Central and West,Total,26,24666
